Customer_ID,Annual_Income,Employment_Type
CUSTB03684,726494.0,Self Employed
CUSTB03685,356127.0,Salaried
CUSTB03686,463418.0,Self Employed
CUSTB03687,493022.0,Salaried
CUSTB03688,543825.0,Salaried
CUSTB03689,572778.0,Salaried
CUSTB03690,157710.0,Self Employed
CUSTB03691,687863.0,Salaried
CUSTB03692,580429.0,Self Employed
CUSTB03693,666379.0,Self Employed
CUSTB03694,641568.0,Salaried
CUSTB03695,484105.0,Salaried
CUSTB03696,421206.0,Salaried
CUSTB03697,519731.0,Self Employed
CUSTB03698,651322.0,Self Employed
CUSTB03699,312391.0,Salaried
CUSTB03700,582758.0,Self Employed
CUSTB03701,747010.0,Salaried
CUSTB03702,730743.0,Salaried
CUSTB03703,581682.0,Self Employed
CUSTB03704,526218.0,Salaried
CUSTB03705,584689.0,Salaried
CUSTB03706,652726.0,Self Employed
CUSTB03707,254582.0,Self Employed
CUSTB03708,270694.0,Salaried
CUSTB03709,664897.0,Self Employed
CUSTB03710,321329.0,Salaried
CUSTB03711,587561.0,Self Employed
CUSTB03712,354004.0,Salaried
CUSTB03713,300618.0,Self Employed
CUSTB03714,427251.0,Self Employed
CUSTB03715,150159.0,Self Employed
CUSTB03716,573780.0,Salaried
CUSTB03717,346847.0,Self Employed
CUSTB03718,221486.0,Salaried
CUSTB03719,648866.0,Salaried
CUSTB03720,622808.0,Salaried
CUSTB03721,157663.0,Salaried
CUSTB03722,767097.0,Self Employed
CUSTB03723,436108.0,Salaried
CUSTB03724,585694.0,Self Employed
CUSTB03725,398811.0,Salaried
CUSTB03726,441451.0,Self Employed
CUSTB03727,511397.0,Self Employed
CUSTB03728,374776.0,Salaried
CUSTB03729,440866.0,Self Employed
CUSTB03730,390995.0,Salaried
CUSTB03731,245751.0,Self Employed
CUSTB03732,674066.0,Salaried
CUSTB03733,632639.0,Salaried
CUSTB03734,456143.0,Salaried
CUSTB03735,367067.0,Self Employed
CUSTB03736,312433.0,Self Employed
CUSTB03737,622212.0,Self Employed
CUSTB03738,287030.0,Self Employed
CUSTB03739,355693.0,Salaried
CUSTB03740,324910.0,Self Employed
CUSTB03741,749036.0,Self Employed
CUSTB03742,606519.0,Self Employed
CUSTB03743,167098.0,Self Employed
CUSTB03744,442298.0,Salaried
CUSTB03745,710748.0,Self Employed
CUSTB03746,761688.0,Self Employed
CUSTB03747,461896.0,Salaried
CUSTB03748,489840.0,Self Employed
CUSTB03749,702597.0,Salaried
CUSTB03750,543451.0,Self Employed
CUSTB03751,731554.0,Self Employed
CUSTB03752,720124.0,Self Employed
CUSTB03753,544247.0,Salaried
CUSTB03754,283375.0,Salaried
CUSTB03755,331649.0,Salaried
CUSTB03756,569183.0,Self Employed
CUSTB03757,447050.0,Self Employed
CUSTB03758,701321.0,Salaried
CUSTB03759,546281.0,Self Employed
CUSTB03760,292036.0,Salaried
CUSTB03761,761027.0,Salaried
CUSTB03762,412655.0,Self Employed
CUSTB03763,426720.0,Self Employed
CUSTB03764,426006.0,Salaried
CUSTB03765,302386.0,Salaried
CUSTB03766,708359.0,Self Employed
CUSTB03767,281137.0,Self Employed
CUSTB03768,511672.0,Salaried
CUSTB03769,580971.0,Self Employed
CUSTB03770,714734.0,Salaried
CUSTB03771,433671.0,Self Employed
CUSTB03772,618000.0,Salaried
CUSTB03773,205972.0,Self Employed
CUSTB03774,408853.0,Self Employed
CUSTB03775,739256.0,Self Employed
CUSTB03776,623918.0,Self Employed
CUSTB03777,320160.0,Self Employed
CUSTB03778,552785.0,Salaried
CUSTB03779,531203.0,Self Employed
CUSTB03780,320386.0,Self Employed
CUSTB03781,500496.0,Salaried
CUSTB03782,785523.0,Self Employed
CUSTB03783,236869.0,Salaried
CUSTB03784,638522.0,Self Employed
CUSTB03785,655497.0,Self Employed
CUSTB03786,253406.0,Salaried
CUSTB03787,392598.0,Salaried
CUSTB03788,265572.0,Self Employed
CUSTB03789,749174.0,Self Employed
CUSTB03790,372903.0,Salaried
CUSTB03791,282671.0,Salaried
CUSTB03792,366089.0,Self Employed
CUSTB03793,795742.0,Self Employed
CUSTB03794,401539.0,Salaried
CUSTB03795,447154.0,Salaried
CUSTB03796,673301.0,Self Employed
CUSTB03797,436232.0,Salaried
CUSTB03798,591354.0,Self Employed
CUSTB03799,280044.0,Self Employed
CUSTB03800,624533.0,Salaried
CUSTB03801,787689.0,Self Employed
CUSTB03802,518666.0,Salaried
CUSTB03803,440729.0,Self Employed
CUSTB03804,401548.0,Salaried
CUSTB03805,423520.0,Salaried
CUSTB03806,205800.0,Salaried
CUSTB03807,294597.0,Self Employed
CUSTB03808,498300.0,Salaried
CUSTB03809,111931.0,Self Employed
CUSTB03810,593257.0,Self Employed
CUSTB03811,429274.0,Self Employed
CUSTB03812,652200.0,Salaried
CUSTB03813,786628.0,Self Employed
CUSTB03814,437928.0,Self Employed
CUSTB03815,222177.0,Self Employed
CUSTB03816,439640.0,Self Employed
CUSTB03817,249094.0,Self Employed
CUSTB03818,219997.0,Salaried
CUSTB03819,703136.0,Salaried
CUSTB03820,682625.0,Self Employed
CUSTB03821,347350.0,Salaried
CUSTB03822,528570.0,Salaried
CUSTB03823,421763.0,Self Employed
CUSTB03824,223656.0,Salaried
CUSTB03825,582802.0,Salaried
CUSTB03826,677227.0,Salaried
CUSTB03827,456856.0,Salaried
CUSTB03828,275994.0,Self Employed
CUSTB03829,609549.0,Salaried
CUSTB03830,278787.0,Salaried
CUSTB03831,778475.0,Self Employed
CUSTB03832,640793.0,Salaried
CUSTB03833,523495.0,Self Employed
CUSTB03834,712154.0,Salaried
CUSTB03835,249749.0,Salaried
CUSTB03836,209622.0,Salaried
CUSTB03837,213008.0,Salaried
CUSTB03838,653162.0,Self Employed
CUSTB03839,513328.0,Self Employed
CUSTB03840,541237.0,Salaried
CUSTB03841,453097.0,Self Employed
CUSTB03842,690228.0,Self Employed
CUSTB03843,775962.0,Salaried
CUSTB03844,548770.0,Self Employed
CUSTB03845,412171.0,Self Employed
CUSTB03846,673375.0,Self Employed
CUSTB03847,735381.0,Salaried
CUSTB03848,664616.0,Salaried
CUSTB03849,612153.0,Salaried
CUSTB03850,664089.0,Salaried
CUSTB03851,232073.0,Salaried
CUSTB03852,219314.0,Salaried
CUSTB03853,396848.0,Salaried
CUSTB03854,313600.0,Salaried
CUSTB03855,470729.0,Self Employed
CUSTB03856,428705.0,Self Employed
CUSTB03857,529305.0,Salaried
CUSTB03858,670928.0,Salaried
CUSTB03859,591184.0,Salaried
CUSTB03860,300668.0,Self Employed
CUSTB03861,626087.0,Salaried
CUSTB03862,575747.0,Self Employed
CUSTB03863,277362.0,Salaried
CUSTB03864,575534.0,Salaried
CUSTB03865,271255.0,Self Employed
CUSTB03866,503739.0,Self Employed
CUSTB03867,586989.0,Self Employed
CUSTB03868,645729.0,Self Employed
CUSTB03869,286213.0,Salaried
CUSTB03870,694453.0,Self Employed
CUSTB03871,551353.0,Salaried
CUSTB03872,490104.0,Salaried
CUSTB03873,218680.0,Self Employed
CUSTB03874,561685.0,Salaried
CUSTB03875,603805.0,Salaried
CUSTB03876,780916.0,Salaried
CUSTB03877,641365.0,Self Employed
CUSTB03878,632560.0,Self Employed
CUSTB03879,430212.0,Self Employed
CUSTB03880,443878.0,Salaried
CUSTB03881,642054.0,Salaried
CUSTB03882,455600.0,Self Employed
CUSTB03883,235416.0,Self Employed
CUSTB03884,279424.0,Self Employed
CUSTB03885,415021.0,Self Employed
CUSTB03886,555149.0,Salaried
CUSTB03887,356808.0,Salaried
CUSTB03888,737027.0,Salaried
CUSTB03889,742938.0,Salaried
CUSTB03890,641552.0,Self Employed
CUSTB03891,394894.0,Self Employed
CUSTB03892,458401.0,Salaried
CUSTB03893,543009.0,Self Employed
CUSTB03894,223730.0,Salaried
CUSTB03895,258876.0,Self Employed
CUSTB03896,519833.0,Self Employed
CUSTB03897,522524.0,Salaried
CUSTB03898,246391.0,Salaried
CUSTB03899,724746.0,Salaried
CUSTB03900,456322.0,Salaried
CUSTB03901,441067.0,Salaried
CUSTB03902,517007.0,Self Employed
CUSTB03903,680011.0,Self Employed
CUSTB03904,501733.0,Self Employed
CUSTB03905,435948.0,Salaried
CUSTB03906,277267.0,Salaried
CUSTB03907,232840.0,Salaried
CUSTB03908,714594.0,Self Employed
CUSTB03909,445306.0,Self Employed
CUSTB03910,232429.0,Self Employed
CUSTB03911,604052.0,Self Employed
CUSTB03912,588866.0,Self Employed
CUSTB03913,489781.0,Salaried
CUSTB03914,789536.0,Self Employed
CUSTB03915,599022.0,Salaried
CUSTB03916,261874.0,Salaried
CUSTB03917,579864.0,Self Employed
CUSTB03918,580537.0,Self Employed
CUSTB03919,468428.0,Self Employed
CUSTB03920,262147.0,Self Employed
CUSTB03921,452992.0,Salaried
CUSTB03922,270787.0,Salaried
CUSTB03923,745731.0,Salaried
CUSTB03924,590497.0,Self Employed
CUSTB03925,733241.0,Salaried
CUSTB03926,572362.0,Salaried
CUSTB03927,200688.0,Salaried
CUSTB03928,700743.0,Salaried
CUSTB03929,248063.0,Salaried
CUSTB03930,689573.0,Salaried
CUSTB03931,594072.0,Salaried
CUSTB03932,786209.0,Salaried
CUSTB03933,489140.0,Self Employed
CUSTB03934,285497.0,Salaried
CUSTB03935,405109.0,Self Employed
CUSTB03936,385904.0,Self Employed
CUSTB03937,244771.0,Salaried
CUSTB03938,255163.0,Salaried
CUSTB03939,783148.0,Salaried
CUSTB03940,744703.0,Self Employed
CUSTB03941,366117.0,Salaried
CUSTB03942,586856.0,Salaried
CUSTB03943,238481.0,Self Employed
CUSTB03944,364839.0,Salaried
CUSTB03945,635120.0,Salaried
CUSTB03946,530396.0,Self Employed
CUSTB03947,640647.0,Self Employed
CUSTB03948,695879.0,Salaried
CUSTB03949,525542.0,Salaried
CUSTB03950,299022.0,Salaried
CUSTB03951,227982.0,Self Employed
CUSTB03952,776288.0,Self Employed
CUSTB03953,595301.0,Self Employed
CUSTB03954,254005.0,Salaried
CUSTB03955,702164.0,Self Employed
CUSTB03956,560092.0,Salaried
CUSTB03957,469483.0,Self Employed
CUSTB03958,799839.0,Salaried
CUSTB03959,239000.0,Self Employed
CUSTB03960,750943.0,Salaried
CUSTB03961,736360.0,Self Employed
CUSTB03962,529953.0,Salaried
CUSTB03963,530490.0,Self Employed
CUSTB03964,405336.0,Salaried
CUSTB03965,723724.0,Self Employed
CUSTB03966,735481.0,Self Employed
CUSTB03967,378150.0,Salaried
CUSTB03968,278868.0,Salaried
CUSTB03969,348177.0,Self Employed
CUSTB03970,282875.0,Self Employed
CUSTB03971,495774.0,Salaried
CUSTB03972,371167.0,Self Employed
CUSTB03973,390148.0,Self Employed
CUSTB03974,756307.0,Salaried
CUSTB03975,284068.0,Self Employed
CUSTB03976,439195.0,Salaried
CUSTB03977,585027.0,Salaried
CUSTB03978,224155.0,Salaried
CUSTB03979,685925.0,Self Employed
CUSTB03980,201124.0,Self Employed
CUSTB03981,514634.0,Self Employed
CUSTB03982,586654.0,Self Employed
CUSTB03983,496966.0,Salaried
CUSTB03984,750971.0,Salaried
CUSTB03985,303098.0,Self Employed
CUSTB03986,395127.0,Salaried
CUSTB03987,546306.0,Self Employed
CUSTB03988,362405.0,Self Employed
CUSTB03989,624198.0,Salaried
CUSTB03990,479204.0,Self Employed
CUSTB03991,205459.0,Salaried
CUSTB03992,224500.0,Salaried
CUSTB03993,512194.0,Self Employed
CUSTB03994,399614.0,Salaried
CUSTB03995,296368.0,Salaried
CUSTB03996,585041.0,Self Employed
CUSTB03997,781610.0,Salaried
CUSTB03998,332172.0,Self Employed
CUSTB03999,296044.0,Salaried
CUSTB04000,578899.0,Salaried
CUSTB04001,321174.0,Self Employed
CUSTB04002,649038.0,Self Employed
CUSTB04003,445711.0,Salaried
CUSTB04004,783626.0,Self Employed
CUSTB04005,734686.0,Salaried
CUSTB04006,420842.0,Salaried
CUSTB04007,716620.0,Self Employed
CUSTB04008,711102.0,Salaried
CUSTB04009,418000.0,Salaried
CUSTB04010,357946.0,Self Employed
CUSTB04011,331732.0,Self Employed
CUSTB04012,292701.0,Self Employed
CUSTB04013,251239.0,Self Employed
CUSTB04014,512826.0,Salaried
CUSTB04015,292318.0,Salaried
CUSTB04016,753294.0,Salaried
CUSTB04017,410815.0,Salaried
CUSTB04018,472970.0,Salaried
CUSTB04019,423081.0,Salaried
CUSTB04020,437053.0,Self Employed
CUSTB04021,302092.0,Self Employed
CUSTB04022,399549.0,Salaried
CUSTB04023,633424.0,Salaried
CUSTB04024,604532.0,Salaried
CUSTB04025,777784.0,Self Employed
CUSTB04026,591319.0,Salaried
CUSTB04027,540435.0,Self Employed
CUSTB04028,532091.0,Salaried
CUSTB04029,200771.0,Self Employed
CUSTB04030,500372.0,Salaried
CUSTB04031,210677.0,Self Employed
CUSTB04032,640619.0,Self Employed
CUSTB04033,522264.0,Self Employed
CUSTB04034,490995.0,Salaried
CUSTB04035,642414.0,Salaried
CUSTB04036,493410.0,Self Employed
CUSTB04037,446687.0,Salaried
CUSTB04038,489249.0,Self Employed
CUSTB04039,539319.0,Self Employed
CUSTB04040,752454.0,Self Employed
CUSTB04041,535964.0,Self Employed
CUSTB04042,613012.0,Salaried
CUSTB04043,419909.0,Salaried
CUSTB04044,462484.0,Self Employed
CUSTB04045,529536.0,Self Employed
CUSTB04046,209784.0,Self Employed
CUSTB04047,697144.0,Salaried
CUSTB04048,610241.0,Self Employed
CUSTB04049,430496.0,Salaried
CUSTB04050,332067.0,Self Employed
CUSTB04051,650093.0,Salaried
CUSTB04052,260674.0,Self Employed
CUSTB04053,272340.0,Self Employed
CUSTB04054,500811.0,Salaried
CUSTB04055,437926.0,Salaried
CUSTB04056,484585.0,Self Employed
CUSTB04057,653871.0,Self Employed
CUSTB04058,602192.0,Self Employed
CUSTB04059,232061.0,Self Employed
CUSTB04060,602260.0,Self Employed
CUSTB04061,304406.0,Salaried
CUSTB04062,477762.0,Self Employed
CUSTB04063,401678.0,Salaried
CUSTB04064,772222.0,Salaried
CUSTB04065,389151.0,Salaried
CUSTB04066,393097.0,Salaried
CUSTB04067,770429.0,Self Employed
CUSTB04068,314589.0,Self Employed
CUSTB04069,606634.0,Self Employed
CUSTB04070,543389.0,Salaried
CUSTB04071,282947.0,Self Employed
CUSTB04072,287610.0,Salaried
CUSTB04073,729269.0,Self Employed
CUSTB04074,527604.0,Self Employed
CUSTB04075,518602.0,Self Employed
CUSTB04076,469373.0,Self Employed
CUSTB04077,709653.0,Salaried
CUSTB04078,459660.0,Salaried
CUSTB04079,208816.0,Self Employed
CUSTB04080,706396.0,Self Employed
CUSTB04081,374027.0,Salaried
CUSTB04082,420747.0,Salaried
CUSTB04083,770195.0,Salaried
CUSTB04084,452814.0,Salaried
CUSTB04085,578143.0,Salaried
CUSTB04086,353238.0,Salaried
CUSTB04087,306342.0,Self Employed
CUSTB04088,367960.0,Salaried
CUSTB04089,793325.0,Salaried
CUSTB04090,644468.0,Salaried
CUSTB04091,378290.0,Self Employed
CUSTB04092,612132.0,Self Employed
CUSTB04093,571457.0,Self Employed
CUSTB04094,799167.0,Self Employed
CUSTB04095,561461.0,Salaried
CUSTB04096,749084.0,Salaried
CUSTB04097,213854.0,Salaried
CUSTB04098,279370.0,Salaried
CUSTB04099,681551.0,Self Employed
CUSTB04100,380735.0,Self Employed
CUSTB04101,250394.0,Salaried
CUSTB04102,221427.0,Self Employed
CUSTB04103,712892.0,Self Employed
CUSTB04104,379210.0,Salaried
CUSTB04105,363750.0,Self Employed
CUSTB04106,404232.0,Salaried
CUSTB04107,357868.0,Self Employed
CUSTB04108,722718.0,Salaried
CUSTB04109,380149.0,Salaried
CUSTB04110,472249.0,Salaried
CUSTB04111,273251.0,Salaried
CUSTB04112,386088.0,Salaried
CUSTB04113,210003.0,Self Employed
CUSTB04114,539031.0,Salaried
CUSTB04115,702745.0,Salaried
CUSTB04116,607266.0,Self Employed
CUSTB04117,699289.0,Self Employed
CUSTB04118,719222.0,Self Employed
CUSTB04119,645582.0,Self Employed
CUSTB04120,783403.0,Salaried
CUSTB04121,579805.0,Salaried
CUSTB04122,456620.0,Self Employed
CUSTB04123,478955.0,Self Employed
CUSTB04124,589161.0,Self Employed
CUSTB04125,428865.0,Salaried
CUSTB04126,508513.0,Salaried
CUSTB04127,129259.0,Self Employed
CUSTB04128,695331.0,Self Employed
CUSTB04129,636548.0,Salaried
CUSTB04130,546727.0,Salaried
CUSTB04131,240678.0,Self Employed
CUSTB04132,406924.0,Salaried
CUSTB04133,549607.0,Self Employed
CUSTB04134,363174.0,Self Employed
CUSTB04135,363898.0,Self Employed
CUSTB04136,545822.0,Salaried
CUSTB04137,410430.0,Salaried
CUSTB04138,290360.0,Salaried
CUSTB04139,602363.0,Self Employed
CUSTB04140,528269.0,Self Employed
CUSTB04141,561570.0,Self Employed
CUSTB04142,341457.0,Self Employed
CUSTB04143,222892.0,Self Employed
CUSTB04144,686758.0,Self Employed
CUSTB04145,520232.0,Self Employed
CUSTB04146,709479.0,Self Employed
CUSTB04147,432540.0,Salaried
CUSTB04148,473301.0,Self Employed
CUSTB04149,764414.0,Self Employed
CUSTB04150,267080.0,Self Employed
CUSTB04151,305652.0,Salaried
CUSTB04152,753654.0,Salaried
CUSTB04153,267272.0,Self Employed
CUSTB04154,523991.0,Salaried
CUSTB04155,216236.0,Self Employed
CUSTB04156,613336.0,Salaried
CUSTB04157,759191.0,Salaried
CUSTB04158,459046.0,Self Employed
CUSTB04159,531956.0,Salaried
CUSTB04160,421069.0,Self Employed
CUSTB04161,572674.0,Self Employed
CUSTB04162,658909.0,Salaried
CUSTB04163,597181.0,Salaried
CUSTB04164,587167.0,Self Employed
CUSTB04165,621811.0,Self Employed
CUSTB04166,502853.0,Self Employed
CUSTB04167,658433.0,Self Employed
CUSTB04168,666292.0,Salaried
CUSTB04169,326277.0,Salaried
CUSTB04170,695890.0,Self Employed
CUSTB04171,751637.0,Self Employed
CUSTB04172,717605.0,Self Employed
CUSTB04173,646789.0,Self Employed
CUSTB04174,764612.0,Self Employed
CUSTB04175,215116.0,Self Employed
CUSTB04176,303073.0,Self Employed
CUSTB04177,745739.0,Salaried
CUSTB04178,279544.0,Salaried
CUSTB04179,470234.0,Self Employed
CUSTB04180,215520.0,Salaried
CUSTB04181,502389.0,Self Employed
CUSTB04182,547589.0,Salaried
CUSTB04183,768562.0,Self Employed
CUSTB04184,629169.0,Self Employed
CUSTB04185,254292.0,Self Employed
CUSTB04186,679950.0,Salaried
CUSTB04187,460637.0,Salaried
CUSTB04188,418905.0,Salaried
CUSTB04189,427955.0,Self Employed
CUSTB04190,352185.0,Salaried
CUSTB04191,664736.0,Self Employed
CUSTB04192,775271.0,Self Employed
CUSTB04193,614993.0,Self Employed
CUSTB04194,504328.0,Salaried
CUSTB04195,382077.0,Salaried
CUSTB04196,219918.0,Salaried
CUSTB04197,317588.0,Salaried
CUSTB04198,369158.0,Salaried
CUSTB04199,450449.0,Salaried
CUSTB04200,789682.0,Self Employed
CUSTB04201,504229.0,Self Employed
CUSTB04202,765146.0,Salaried
CUSTB04203,452150.0,Self Employed
CUSTB04204,476662.0,Self Employed
CUSTB04205,221753.0,Self Employed
CUSTB04206,363896.0,Salaried
CUSTB04207,710376.0,Salaried
CUSTB04208,515216.0,Salaried
CUSTB04209,531446.0,Self Employed
CUSTB04210,466800.0,Salaried
CUSTB04211,391947.0,Self Employed
CUSTB04212,263498.0,Salaried
CUSTB04213,456890.0,Self Employed
CUSTB04214,699698.0,Salaried
CUSTB04215,413057.0,Self Employed
CUSTB04216,398751.0,Self Employed
CUSTB04217,303331.0,Self Employed
CUSTB04218,753133.0,Salaried
CUSTB04219,208043.0,Salaried
CUSTB04220,256651.0,Self Employed
CUSTB04221,694599.0,Salaried
CUSTB04222,225464.0,Salaried
CUSTB04223,609338.0,Salaried
CUSTB04224,777403.0,Salaried
CUSTB04225,241211.0,Self Employed
CUSTB04226,270087.0,Self Employed
CUSTB04227,660949.0,Self Employed
CUSTB04228,759166.0,Self Employed
CUSTB04229,247073.0,Self Employed
CUSTB04230,455048.0,Self Employed
CUSTB04231,605443.0,Self Employed
CUSTB04232,467796.0,Salaried
CUSTB04233,292019.0,Self Employed
CUSTB04234,530342.0,Self Employed
CUSTB04235,255582.0,Self Employed
CUSTB04236,495261.0,Salaried
CUSTB04237,476322.0,Salaried
CUSTB04238,503505.0,Self Employed
CUSTB04239,722029.0,Self Employed
CUSTB04240,631940.0,Salaried
CUSTB04241,401788.0,Salaried
CUSTB04242,415070.0,Self Employed
CUSTB04243,525057.0,Self Employed
CUSTB04244,739662.0,Self Employed
CUSTB04245,609037.0,Self Employed
CUSTB04246,355768.0,Self Employed
CUSTB04247,596485.0,Self Employed
CUSTB04248,735041.0,Self Employed
CUSTB04249,391802.0,Salaried
CUSTB04250,669959.0,Self Employed
CUSTB04251,453905.0,Salaried
CUSTB04252,531027.0,Salaried
CUSTB04253,771381.0,Salaried
CUSTB04254,397466.0,Self Employed
CUSTB04255,287557.0,Salaried
CUSTB04256,362985.0,Salaried
CUSTB04257,351089.0,Self Employed
CUSTB04258,718442.0,Self Employed
CUSTB04259,341270.0,Self Employed
CUSTB04260,382317.0,Self Employed
CUSTB04261,259058.0,Self Employed
CUSTB04262,293144.0,Self Employed
CUSTB04263,578365.0,Self Employed
CUSTB04264,613693.0,Self Employed
CUSTB04265,380575.0,Self Employed
CUSTB04266,228719.0,Self Employed
CUSTB04267,587143.0,Salaried
CUSTB04268,758403.0,Self Employed
CUSTB04269,407765.0,Salaried
CUSTB04270,385779.0,Salaried
CUSTB04271,776714.0,Self Employed
CUSTB04272,465433.0,Self Employed
CUSTB04273,507502.0,Self Employed
CUSTB04274,574284.0,Self Employed
CUSTB04275,375542.0,Salaried
CUSTB04276,455321.0,Self Employed
CUSTB04277,580093.0,Salaried
CUSTB04278,404985.0,Salaried
CUSTB04279,727511.0,Self Employed
CUSTB04280,518382.0,Self Employed
CUSTB04281,319778.0,Salaried
CUSTB04282,251242.0,Self Employed
CUSTB04283,582141.0,Self Employed
CUSTB04284,413707.0,Self Employed
CUSTB04285,455213.0,Self Employed
CUSTB04286,436088.0,Self Employed
CUSTB04287,595955.0,Self Employed
CUSTB04288,678933.0,Self Employed
CUSTB04289,762292.0,Salaried
CUSTB04290,337228.0,Self Employed
CUSTB04291,509463.0,Salaried
CUSTB04292,368932.0,Salaried
CUSTB04293,430538.0,Self Employed
CUSTB04294,694574.0,Self Employed
CUSTB04295,446439.0,Self Employed
CUSTB04296,771432.0,Salaried
CUSTB04297,514099.0,Salaried
CUSTB04298,738329.0,Self Employed
CUSTB04299,324733.0,Self Employed
CUSTB04300,485972.0,Self Employed
CUSTB04301,455530.0,Self Employed
CUSTB04302,460217.0,Salaried
CUSTB04303,439087.0,Salaried
CUSTB04304,557028.0,Salaried
CUSTB04305,565809.0,Salaried
CUSTB04306,695816.0,Salaried
CUSTB04307,353878.0,Self Employed
CUSTB04308,494983.0,Salaried
CUSTB04309,514525.0,Self Employed
CUSTB04310,320917.0,Salaried
CUSTB04311,410191.0,Salaried
CUSTB04312,593605.0,Self Employed
CUSTB04313,721310.0,Salaried
CUSTB04314,581155.0,Self Employed
CUSTB04315,576625.0,Self Employed
CUSTB04316,702142.0,Self Employed
CUSTB04317,681270.0,Self Employed
CUSTB04318,578927.0,Salaried
CUSTB04319,558280.0,Salaried
CUSTB04320,206104.0,Self Employed
CUSTB04321,202779.0,Self Employed
CUSTB04322,475495.0,Salaried
CUSTB04323,596104.0,Salaried
CUSTB04324,640491.0,Self Employed
CUSTB04325,455101.0,Self Employed
CUSTB04326,272649.0,Self Employed
CUSTB04327,688722.0,Self Employed
CUSTB04328,348319.0,Salaried
CUSTB04329,625589.0,Self Employed
CUSTB04330,598223.0,Salaried
CUSTB04331,379292.0,Self Employed
CUSTB04332,688006.0,Self Employed
CUSTB04333,696295.0,Salaried
CUSTB04334,378508.0,Salaried
CUSTB04335,521634.0,Salaried
CUSTB04336,484286.0,Salaried
CUSTB04337,179556.0,Self Employed
CUSTB04338,621043.0,Self Employed
CUSTB04339,784885.0,Self Employed
CUSTB04340,425423.0,Self Employed
CUSTB04341,290660.0,Salaried
CUSTB04342,579698.0,Self Employed
CUSTB04343,503555.0,Salaried
CUSTB04344,232298.0,Self Employed
CUSTB04345,390880.0,Self Employed
CUSTB04346,321934.0,Salaried
CUSTB04347,297340.0,Self Employed
CUSTB04348,588690.0,Self Employed
CUSTB04349,298636.0,Salaried
CUSTB04350,656240.0,Salaried
CUSTB04351,271867.0,Salaried
CUSTB04352,769364.0,Self Employed
CUSTB04353,339923.0,Salaried
CUSTB04354,433521.0,Salaried
CUSTB04355,743211.0,Self Employed
CUSTB04356,525907.0,Salaried
CUSTB04357,238630.0,Self Employed
CUSTB04358,687179.0,Salaried
CUSTB04359,404165.0,Self Employed
CUSTB04360,600324.0,Salaried
CUSTB04361,732252.0,Salaried
CUSTB04362,786894.0,Salaried
CUSTB04363,361317.0,Salaried
CUSTB04364,319619.0,Self Employed
CUSTB04365,223651.0,Salaried
CUSTB04366,621258.0,Self Employed
CUSTB04367,400409.0,Self Employed
CUSTB04368,576397.0,Self Employed
CUSTB04369,780353.0,Salaried
CUSTB04370,555668.0,Salaried
CUSTB04371,562768.0,Salaried
CUSTB04372,208409.0,Salaried
CUSTB04373,438195.0,Self Employed
CUSTB04374,205133.0,Self Employed
CUSTB04375,728835.0,Self Employed
CUSTB04376,211470.0,Salaried
CUSTB04377,252409.0,Self Employed
CUSTB04378,570854.0,Self Employed
CUSTB04379,762671.0,Self Employed
CUSTB04380,375146.0,Self Employed
CUSTB04381,275385.0,Self Employed
CUSTB04382,544368.0,Salaried
CUSTB04383,643731.0,Self Employed
CUSTB04384,799192.0,Self Employed
CUSTB04385,644672.0,Self Employed
CUSTB04386,431866.0,Self Employed
CUSTB04387,247899.0,Self Employed
CUSTB04388,128506.0,Salaried
CUSTB04389,718734.0,Self Employed
CUSTB04390,728989.0,Salaried
CUSTB04391,371057.0,Salaried
CUSTB04392,547901.0,Salaried
CUSTB04393,772705.0,Salaried
CUSTB04394,404458.0,Salaried
CUSTB04395,753334.0,Self Employed
CUSTB04396,481148.0,Self Employed
CUSTB04397,624532.0,Salaried
CUSTB04398,664834.0,Salaried
CUSTB04399,688652.0,Salaried
CUSTB04400,598094.0,Salaried
CUSTB04401,519483.0,Self Employed
CUSTB04402,669738.0,Self Employed
CUSTB04403,219913.0,Salaried
CUSTB04404,347496.0,Self Employed
CUSTB04405,264879.0,Salaried
CUSTB04406,350647.0,Self Employed
CUSTB04407,625883.0,Salaried
CUSTB04408,338206.0,Self Employed
CUSTB04409,286587.0,Self Employed
CUSTB04410,238694.0,Salaried
CUSTB04411,763549.0,Salaried
CUSTB04412,473796.0,Self Employed
CUSTB04413,334770.0,Salaried
CUSTB04414,218704.0,Salaried
CUSTB04415,448199.0,Self Employed
CUSTB04416,753279.0,Salaried
CUSTB04417,584054.0,Salaried
CUSTB04418,722679.0,Self Employed
CUSTB04419,576150.0,Salaried
CUSTB04420,665526.0,Self Employed
CUSTB04421,795549.0,Self Employed
CUSTB04422,228111.0,Salaried
CUSTB04423,444304.0,Salaried
CUSTB04424,683596.0,Salaried
CUSTB04425,323140.0,Self Employed
CUSTB04426,629916.0,Salaried
CUSTB04427,549951.0,Self Employed
CUSTB04428,248020.0,Salaried
CUSTB04429,782547.0,Self Employed
CUSTB04430,462680.0,Salaried
CUSTB04431,481240.0,Self Employed
CUSTB04432,793976.0,Salaried
CUSTB04433,732193.0,Salaried
CUSTB04434,454685.0,Self Employed
CUSTB04435,522776.0,Self Employed
CUSTB04436,543602.0,Self Employed
CUSTB04437,517679.0,Self Employed
