Customer_ID,Disbursal_Date,Loan_Amount,DPD
CUST003399,2023-10-13,120495,0
CUST003400,2024-07-28,37655,240
CUST003401,2024-01-06,136547,0
CUST003402,2023-04-16,182364,0
CUST003403,2023-09-10,14366,0
CUST003404,2024-08-14,51179,0
CUST003405,2024-09-09,49131,90
CUST003406,2024-07-02,63355,0
CUST003407,2023-05-12,22505,0
CUST003408,2023-05-21,42190,180
CUST003409,2024-01-03,188121,0
CUST003410,2024-02-21,178346,0
CUST003411,2023-08-31,48119,0
CUST003412,2023-09-01,189117,30
CUST003413,2024-01-04,106101,90
CUST003414,2024-12-20,135736,30
CUST003415,2023-10-24,153517,0
CUST003416,2024-09-29,129338,0
CUST003417,2023-06-09,153771,0
CUST003418,2024-10-20,144823,0
CUST003419,2024-04-21,98679,0
CUST003420,2024-06-13,173957,0
CUST003421,2024-08-06,92450,0
CUST003422,2023-05-02,144295,0
CUST003423,2024-09-19,74103,180
CUST003424,2024-04-01,80331,90
CUST003425,2023-10-11,179430,0
CUST003426,2023-11-26,144126,30
CUST003427,2023-06-18,34325,0
CUST003428,2023-07-31,111352,210
CUST003429,2024-03-30,121366,90
CUST003430,2023-08-25,191975,0
CUST003431,2023-09-09,108963,0
CUST003432,2024-12-23,180040,0
CUST003433,2023-04-19,71425,30
CUST003434,2023-04-02,115329,0
CUST003435,2023-10-06,160276,30
CUST003436,2023-07-11,121147,90
CUST003437,2024-01-25,86708,0
CUST003438,2024-03-05,128559,0
CUST003439,2024-11-28,155392,0
CUST003440,2024-11-25,114839,0
CUST003441,2024-07-25,13124,30
CUST003442,2024-06-18,168566,0
CUST003443,2023-06-20,21396,360
CUST003444,2024-06-27,30409,0
CUST003445,2024-04-12,194115,150
CUST003446,2024-06-07,183464,0
CUST003447,2023-05-13,60344,90
CUST003448,2024-08-23,199861,0
CUST003449,2024-11-11,125941,0
CUST003450,2024-06-18,169238,180
CUST003451,2024-05-29,181538,0
CUST003452,2024-08-06,169736,180
CUST003453,2024-07-07,62033,0
CUST003454,2023-12-24,54592,0
CUST003455,2023-05-08,149780,0
CUST003456,2024-06-26,153216,0
CUST003457,2023-12-08,50543,60
CUST003458,2023-06-04,36776,0
CUST003459,2024-01-19,28589,0
CUST003460,2024-02-22,61421,0
CUST003461,2023-10-22,20482,30
CUST003462,2024-06-15,85882,30
CUST003463,2024-04-12,116715,0
CUST003464,2023-12-09,198485,150
CUST003465,2024-05-09,10562,0
CUST003466,2023-12-12,148200,0
CUST003467,2024-05-16,87227,0
CUST003468,2023-11-05,139604,0
CUST003469,2023-06-06,54517,60
CUST003470,2024-06-26,36948,30
CUST003471,2023-04-24,42879,0
CUST003472,2023-04-23,14527,60
CUST003473,2023-09-18,39080,0
CUST003474,2024-08-01,34422,30
CUST003475,2023-08-02,59822,0
CUST003476,2024-12-27,55656,0
CUST003477,2023-05-16,58315,0
CUST003478,2024-06-21,176516,0
CUST003479,2023-04-03,19694,90
CUST003480,2024-05-30,36031,0
CUST003481,2024-07-10,58396,0
CUST003482,2024-04-16,116624,30
CUST003483,2024-12-06,26736,60
CUST003484,2024-08-04,14202,0
CUST003485,2023-06-24,85668,150
CUST003486,2023-11-09,149371,60
CUST003487,2024-10-11,147869,0
CUST003488,2023-09-16,148496,0
CUST003489,2024-06-28,37713,0
CUST003490,2023-10-01,75984,0
CUST003491,2024-12-17,62488,0
CUST003492,2023-10-03,70527,0
CUST003493,2023-07-09,52348,90
CUST003494,2023-07-28,130347,0
CUST003495,2024-12-22,10212,90
CUST003496,2023-08-22,195074,0
CUST003497,2024-12-12,187683,0
CUST003498,2024-01-10,194574,180
CUST003499,2023-08-11,25869,0
CUST003500,2024-06-19,13422,0
CUST003501,2024-06-03,91425,0
CUST003502,2023-05-16,61354,0
CUST003503,2024-02-19,36737,0
CUST003504,2024-12-16,196214,0
CUST003505,2023-06-04,70562,30
CUST003506,2023-12-02,122972,30
CUST003507,2024-03-01,141294,0
CUST003508,2024-02-16,29861,30
CUST003509,2023-09-19,12056,0
CUST003510,2024-09-15,195489,0
CUST003511,2024-10-10,118253,0
CUST003512,2023-09-10,147074,30
CUST003513,2023-04-20,66661,60
CUST003514,2023-08-19,131822,90
CUST003515,2023-09-22,146402,90
CUST003516,2024-06-28,179262,0
CUST003517,2024-03-09,74285,60
CUST003518,2024-05-28,38421,0
CUST003519,2024-05-06,195841,0
CUST003520,2023-05-12,122071,0
CUST003521,2024-07-31,195621,90
CUST003522,2024-02-22,40984,0
CUST003523,2024-02-16,58977,0
CUST003524,2023-05-13,112093,0
CUST003525,2024-11-20,104865,0
CUST003526,2023-09-14,17222,0
CUST003527,2024-06-30,37261,0
CUST003528,2024-09-07,140715,0
CUST003529,2023-12-17,157799,30
CUST003530,2023-10-30,97197,0
CUST003531,2024-01-05,108712,0
CUST003532,2024-04-08,134298,30
CUST003533,2024-04-06,145911,0
CUST003534,2024-03-15,183895,30
CUST003535,2024-12-25,21251,0
CUST003536,2024-11-13,21775,0
CUST003537,2024-01-11,72221,0
CUST003538,2023-07-05,68597,30
CUST003539,2023-06-09,53661,60
CUST003540,2024-01-30,26089,0
CUST003541,2024-06-01,145928,30
CUST003542,2024-12-04,194376,0
CUST003543,2024-02-23,157272,0
CUST003544,2024-03-14,40428,0
CUST003545,2024-04-09,28360,180
CUST003546,2024-03-03,182893,240
CUST003547,2024-01-07,40642,30
CUST003548,2024-07-10,174235,0
CUST003549,2024-03-13,128709,30
CUST003550,2024-02-19,18233,0
CUST003551,2024-09-10,175696,30
CUST003552,2024-04-06,39776,0
CUST003553,2024-12-16,161129,30
CUST003554,2024-07-09,127647,0
CUST003555,2023-07-25,46467,0
CUST003556,2024-05-24,128090,360
CUST003557,2024-06-22,31990,0
CUST003558,2024-09-03,123818,360
CUST003559,2024-02-12,186833,0
CUST003560,2023-10-25,175747,0
CUST003561,2023-06-22,133600,30
CUST003562,2024-01-31,147730,30
CUST003563,2024-06-04,135127,0
CUST003564,2024-08-18,90962,360
CUST003565,2023-07-18,129391,60
CUST003566,2023-12-20,113502,0
CUST003567,2024-04-05,70493,0
CUST003568,2023-07-04,191728,180
CUST003569,2023-10-24,80976,0
CUST003570,2024-08-23,60724,0
CUST003571,2024-02-21,36354,0
CUST003572,2024-12-24,28814,0
CUST003573,2023-05-08,66400,180
CUST003574,2023-04-30,23026,30
CUST003575,2024-01-18,79816,0
CUST003576,2024-04-04,46869,0
CUST003577,2023-10-15,37601,60
CUST003578,2024-11-16,133345,0
CUST003579,2023-06-28,80992,30
CUST003580,2023-07-18,156034,240
CUST003581,2024-10-12,95616,90
CUST003582,2024-12-26,165493,0
CUST003583,2024-08-25,85920,30
CUST003584,2024-12-01,173022,30
CUST003585,2024-07-14,37644,0
CUST003586,2023-12-03,44137,30
CUST003587,2024-01-16,165811,30
CUST003588,2024-07-15,148257,0
CUST003589,2023-04-06,126039,0
CUST003590,2023-10-15,89014,60
CUST003591,2023-08-18,33074,60
CUST003592,2023-12-13,14809,0
CUST003593,2023-12-14,106372,0
CUST003594,2023-08-30,144336,60
CUST003595,2023-09-10,70762,0
CUST003596,2023-06-19,46115,0
CUST003597,2024-10-17,90012,60
CUST003598,2023-05-08,113025,90
CUST003599,2023-04-15,117730,30
CUST003600,2023-12-10,136185,0
CUST003601,2024-11-28,95329,30
CUST003602,2024-05-04,172237,0
CUST003603,2024-01-01,102228,90
CUST003604,2024-08-10,166625,0
CUST003605,2023-09-07,55302,240
CUST003606,2024-11-12,18562,0
CUST003607,2023-07-01,17880,0
CUST003608,2024-01-23,158857,90
CUST003609,2024-09-04,158304,60
CUST003610,2024-08-18,33747,30
CUST003611,2023-12-10,188526,0
CUST003612,2023-05-27,15466,30
CUST003613,2023-08-11,151842,30
CUST003614,2024-10-20,33009,60
CUST003615,2023-05-10,77616,0
CUST003616,2024-04-20,106739,0
CUST003617,2023-07-27,143849,0
CUST003618,2024-07-08,44682,0
CUST003619,2023-11-27,93900,0
CUST003620,2024-01-30,81217,180
CUST003621,2023-07-26,68915,90
CUST003622,2024-05-21,99077,90
CUST003623,2023-08-30,88385,60
CUST003624,2024-04-29,122072,0
CUST003625,2024-11-12,190276,0
CUST003626,2023-08-17,12383,180
CUST003627,2024-03-16,193498,60
CUST003628,2024-11-30,130294,30
CUST003629,2024-04-04,75527,150
CUST003630,2024-05-28,96347,0
CUST003631,2024-05-15,128657,0
CUST003632,2023-05-24,106244,90
CUST003633,2023-07-20,178398,30
CUST003634,2024-02-23,162220,0
CUST003635,2024-09-25,82913,30
CUST003636,2023-04-28,117896,0
CUST003637,2023-07-29,93790,360
CUST003638,2023-12-06,149977,0
CUST003639,2024-12-03,96594,0
CUST003640,2023-09-28,176040,0
CUST003641,2024-06-12,72982,60
CUST003642,2023-08-26,187363,0
CUST003643,2024-03-09,195545,0
CUST003644,2023-10-27,104259,0
CUST003645,2024-10-15,128287,60
CUST003646,2024-10-20,17173,180
CUST003647,2023-07-28,127604,0
CUST003648,2024-03-27,95944,30
CUST003649,2024-02-11,49238,30
CUST003650,2023-04-16,54955,60
CUST003651,2024-08-25,132286,30
CUST003652,2024-09-06,101206,30
CUST003653,2023-07-02,11295,0
CUST003654,2023-05-18,21913,0
CUST003655,2024-06-12,85482,60
CUST003656,2024-07-16,154981,0
CUST003657,2023-12-03,110318,0
CUST003658,2024-07-29,49058,30
CUST003659,2024-02-14,80032,30
CUST003660,2023-08-15,148854,90
CUST003661,2023-12-01,88866,0
CUST003662,2023-05-10,117496,210
CUST003663,2024-05-28,17643,0
CUST003664,2023-12-30,32097,30
CUST003665,2024-08-17,53381,30
CUST003666,2024-05-27,75515,0
CUST003667,2024-10-28,76787,0
CUST003668,2023-08-19,177154,360
CUST003669,2024-05-08,69895,60
CUST003670,2024-06-14,45895,30
CUST003671,2024-06-21,52383,150
CUST003672,2024-05-20,166670,30
CUST003673,2024-07-23,28357,0
CUST003674,2024-04-20,184754,180
CUST003675,2023-11-27,113712,0
CUST003676,2024-11-17,155467,0
CUST003677,2023-09-16,152772,90
CUST003678,2024-10-26,196793,90
CUST003679,2024-11-26,27121,0
CUST003680,2023-08-07,195642,60
CUST003681,2024-08-24,71327,60
CUST003682,2023-09-02,198515,30
CUST003683,2024-12-17,64621,30
CUST003684,2024-01-25,14261,60
CUST003685,2023-12-22,165372,0
CUST003686,2024-06-16,73532,60
CUST003687,2024-10-28,90164,60
CUST003688,2023-11-01,125205,60
CUST003689,2023-09-14,84532,0
CUST003690,2024-05-08,22482,0
CUST003691,2023-12-01,32930,0
CUST003692,2024-07-08,148298,180
CUST003693,2023-11-13,180170,0
CUST003694,2024-09-10,97023,60
CUST003695,2023-10-30,39620,0
CUST003696,2024-08-31,14541,0
CUST003697,2024-03-16,91276,0
CUST003698,2024-03-27,137807,0
CUST003699,2023-12-30,25348,0
CUST003700,2023-12-26,11209,60
CUST003701,2023-06-04,54417,0
CUST003702,2023-08-07,88201,30
CUST003703,2024-09-02,59139,60
CUST003704,2024-10-09,170796,0
CUST003705,2024-03-20,85147,0
CUST003706,2023-12-17,148235,30
CUST003707,2023-08-13,85357,30
CUST003708,2024-04-28,88477,30
CUST003709,2024-09-16,149889,0
CUST003710,2024-05-04,114427,0
CUST003711,2024-02-25,130195,0
CUST003712,2024-10-29,56422,300
CUST003713,2024-10-12,188127,60
CUST003714,2023-08-11,28043,0
CUST003715,2023-04-18,176516,0
CUST003716,2024-01-02,107845,0
CUST003717,2024-12-27,103958,0
CUST003718,2023-06-13,170270,0
CUST003719,2023-11-09,76765,0
CUST003720,2024-09-13,176874,0
CUST003721,2023-11-07,11321,30
CUST003722,2024-01-28,89416,0
CUST003723,2024-01-10,159588,90
CUST003724,2024-09-27,84175,0
CUST003725,2023-11-07,105980,0
CUST003726,2024-03-14,186232,30
CUST003727,2023-12-15,156231,30
CUST003728,2023-04-05,68142,30
CUST003729,2024-10-05,97198,0
CUST003730,2024-09-11,182698,0
CUST003731,2024-11-26,12750,0
CUST003732,2024-05-11,38140,30
CUST003733,2023-05-10,149204,90
CUST003734,2024-11-02,51111,0
CUST003735,2024-01-11,31208,150
CUST003736,2023-05-28,54539,60
CUST003737,2023-04-16,35920,0
CUST003738,2024-04-05,167549,360
CUST003739,2024-01-16,93327,0
CUST003740,2024-03-28,149046,30
CUST003741,2024-11-24,162316,0
CUST003742,2023-07-25,143940,90
CUST003743,2023-07-14,177064,60
CUST003744,2023-10-16,199542,60
CUST003745,2023-08-25,78289,180
CUST003746,2024-06-11,92642,0
CUST003747,2023-04-24,113458,0
CUST003748,2024-01-22,192937,0
CUST003749,2023-08-30,139676,60
CUST003750,2024-11-29,156832,0
CUST003751,2024-03-12,92831,210
CUST003752,2024-10-29,17467,180
CUST003753,2024-07-25,84282,0
CUST003754,2024-02-22,179067,30
CUST003755,2024-02-01,34946,0
CUST003756,2024-08-26,107813,0
CUST003757,2024-05-27,102183,30
CUST003758,2023-09-21,19183,0
CUST003759,2023-11-28,24590,90
CUST003760,2023-12-06,14230,60
CUST003761,2023-12-19,20370,0
CUST003762,2023-08-26,18292,0
CUST003763,2024-12-06,91277,0
CUST003764,2023-08-14,96506,0
CUST003765,2023-06-02,11925,0
CUST003766,2024-10-10,59766,0
CUST003767,2023-07-02,137213,0
CUST003768,2024-02-10,12114,0
CUST003769,2024-06-16,129542,0
CUST003770,2024-10-21,98912,60
CUST003771,2023-08-19,172430,0
CUST003772,2024-10-03,57899,60
CUST003773,2023-08-28,187555,60
CUST003774,2024-06-11,154470,0
CUST003775,2024-04-06,72023,0
CUST003776,2024-08-20,88171,90
CUST003777,2023-07-28,144102,0
CUST003778,2024-03-25,75575,210
CUST003779,2023-11-30,31681,0
CUST003780,2023-12-28,63254,0
CUST003781,2024-12-07,106434,0
CUST003782,2024-05-21,124141,0
CUST003783,2023-04-03,138629,0
CUST003784,2023-09-12,131540,180
CUST003785,2023-07-03,117542,30
CUST003786,2024-12-12,92904,0
CUST003787,2023-10-09,99141,210
CUST003788,2024-07-13,46103,0
CUST003789,2023-05-14,101101,0
CUST003790,2024-12-13,91121,0
CUST003791,2023-10-02,29059,30
CUST003792,2024-07-04,99519,0
CUST003793,2024-05-03,136677,60
CUST003794,2023-05-02,82542,0
CUST003795,2024-12-19,14173,0
CUST003796,2024-04-07,47920,60
CUST003797,2023-04-16,191713,0
CUST003798,2024-08-07,199204,60
CUST003799,2024-11-25,88350,0
CUST003800,2024-02-20,156610,60
CUST003801,2024-10-15,182800,30
CUST003802,2024-11-29,94771,0
CUST003803,2024-11-26,157211,90
CUST003804,2023-11-07,179724,30
CUST003805,2024-07-04,59152,0
CUST003806,2024-05-10,93563,0
CUST003807,2024-02-07,128063,0
CUST003808,2023-09-02,52824,30
CUST003809,2023-08-07,148322,0
CUST003810,2023-12-18,116303,0
CUST003811,2024-01-14,58652,0
CUST003812,2023-07-01,97201,0
CUST003813,2023-06-17,25516,90
CUST003814,2024-11-21,164222,180
CUST003815,2024-03-27,64952,0
CUST003816,2024-01-07,65889,0
CUST003817,2024-07-18,120224,0
CUST003818,2023-08-28,96346,0
CUST003819,2024-04-16,116157,0
CUST003820,2023-12-11,108540,90
CUST003821,2023-04-03,129995,0
CUST003822,2023-04-21,22086,0
CUST003823,2023-11-15,177366,0
CUST003824,2023-10-24,36636,0
CUST003825,2024-04-19,124731,0
CUST003826,2024-04-01,172918,30
CUST003827,2024-04-21,180768,0
CUST003828,2024-09-16,118329,0
CUST003829,2023-07-22,172337,0
CUST003830,2024-10-01,140102,0
CUST003831,2024-09-12,195813,180
CUST003832,2024-02-10,163627,0
CUST003833,2024-08-25,56011,60
CUST003834,2024-09-15,158985,0
CUST003835,2024-08-25,52656,180
CUST003836,2023-04-08,65863,0
CUST003837,2023-10-26,47076,60
CUST003838,2023-07-28,90855,0
CUST003839,2024-09-05,123061,0
CUST003840,2024-03-26,146981,0
CUST003841,2024-02-08,80363,240
CUST003842,2023-10-30,25067,30
CUST003843,2024-10-26,42894,0
CUST003844,2023-12-03,10654,30
CUST003845,2024-07-18,121952,0
CUST003846,2024-03-08,14644,0
CUST003847,2024-01-25,144434,0
CUST003848,2023-06-03,120916,0
CUST003849,2024-01-09,127633,30
CUST003850,2023-05-14,33223,30
CUST003851,2023-11-09,159948,0
CUST003852,2024-09-28,129450,0
CUST003853,2023-04-05,152615,90
CUST003854,2023-06-09,49978,0
CUST003855,2023-09-23,77723,0
CUST003856,2023-05-30,87908,0
CUST003857,2023-11-16,182608,30
CUST003858,2023-10-15,69590,0
CUST003859,2024-02-24,33079,60
CUST003860,2024-10-31,36454,0
CUST003861,2024-11-10,59965,60
CUST003862,2024-09-03,69432,0
CUST003863,2023-06-17,135086,0
CUST003864,2023-06-01,171202,0
CUST003865,2023-08-12,100691,0
CUST003866,2024-01-11,118017,0
CUST003867,2024-03-16,118256,240
CUST003868,2023-05-25,171050,0
CUST003869,2024-03-07,179553,30
CUST003870,2023-10-07,43775,180
CUST003871,2024-09-09,28181,0
CUST003872,2024-09-19,67557,0
CUST003873,2024-02-01,91884,180
CUST003874,2023-04-09,193119,0
CUST003875,2024-01-20,95758,0
CUST003876,2024-08-01,122780,0
CUST003877,2023-05-04,11321,0
CUST003878,2023-07-11,65586,0
CUST003879,2023-05-06,77459,0
CUST003880,2024-03-05,97044,60
CUST003881,2023-10-08,149762,0
CUST003882,2024-11-14,47543,30
CUST003883,2023-04-07,167531,0
CUST003884,2024-03-30,72427,60
CUST003885,2024-03-07,137444,0
CUST003886,2023-09-20,88621,180
CUST003887,2024-09-04,53869,0
CUST003888,2024-04-07,122553,0
CUST003889,2024-03-13,139104,300
CUST003890,2024-05-19,20502,0
CUST003891,2023-05-13,29833,0
CUST003892,2024-02-29,95953,0
CUST003893,2024-03-26,149143,240
CUST003894,2023-08-18,188217,60
CUST003895,2023-10-29,149084,0
CUST003896,2024-12-05,19779,30
CUST003897,2023-07-21,77834,60
CUST003898,2024-04-16,45069,0
CUST003899,2024-06-09,156874,0
CUST003900,2024-07-01,108701,180
CUST003901,2023-06-23,48791,0
CUST003902,2024-06-04,21306,0
CUST003903,2023-07-19,80828,180
CUST003904,2023-05-16,190769,60
CUST003905,2024-01-06,184347,0
CUST003906,2024-10-26,174764,90
CUST003907,2023-10-11,64444,30
CUST003908,2023-09-29,124061,0
CUST003909,2024-02-03,64259,0
CUST003910,2024-02-15,37503,0
CUST003911,2023-07-30,155143,60
CUST003912,2023-05-01,128764,0
CUST003913,2023-10-04,111501,30
CUST003914,2024-05-04,47518,90
CUST003915,2024-06-17,157301,90
CUST003916,2023-09-24,48713,60
CUST003917,2024-12-10,190053,180
CUST003918,2023-04-06,70571,0
CUST003919,2024-03-27,182118,0
CUST003920,2023-08-31,140807,0
CUST003921,2024-04-17,154728,0
CUST003922,2024-05-17,197968,0
CUST003923,2024-06-18,19578,30
CUST003924,2024-06-12,151056,60
CUST003925,2024-01-28,47979,30
CUST003926,2023-04-14,129321,180
CUST003927,2024-06-14,14854,0
CUST003928,2024-11-04,124609,0
CUST003929,2023-11-07,92034,0
CUST003930,2024-07-22,57459,0
CUST003931,2023-09-25,146803,0
CUST003932,2023-07-27,110055,60
CUST003933,2024-11-21,175920,0
CUST003934,2024-01-07,58435,0
CUST003935,2023-07-16,65842,0
CUST003936,2024-07-20,81933,0
CUST003937,2024-06-08,142293,0
CUST003938,2024-01-30,13471,90
CUST003939,2024-05-17,76151,180
CUST003940,2023-10-31,90818,0
CUST003941,2023-05-16,38126,30
CUST003942,2024-05-05,176208,0
CUST003943,2023-04-05,197723,0
CUST003944,2023-10-26,60768,0
CUST003945,2024-06-15,165685,30
CUST003946,2023-05-26,64037,0
CUST003947,2023-07-16,86036,0
CUST003948,2024-08-28,115094,0
CUST003949,2024-07-09,113766,0
CUST003950,2023-12-23,183419,30
CUST003951,2023-04-24,127829,60
CUST003952,2024-06-25,180275,0
CUST003953,2023-11-20,80407,0
CUST003954,2024-10-07,101662,210
CUST003955,2024-01-20,139015,0
CUST003956,2023-04-16,38897,30
CUST003957,2023-10-27,35121,0
CUST003958,2024-07-11,40664,0
CUST003959,2024-04-02,147495,240
CUST003960,2024-05-26,123976,0
CUST003961,2023-08-24,162580,0
CUST003962,2023-11-04,195830,0
CUST003963,2023-08-18,161212,0
CUST003964,2024-03-23,29663,0
CUST003965,2023-11-03,81131,0
CUST003966,2023-09-27,196031,30
CUST003967,2023-11-09,163477,0
CUST003968,2023-05-18,100654,0
CUST003969,2023-12-18,133564,0
CUST003970,2023-11-01,129696,0
CUST003971,2024-11-02,108183,0
CUST003972,2023-12-03,135903,0
CUST003973,2024-03-30,33308,0
CUST003974,2023-04-01,90642,0
CUST003975,2024-07-25,86718,180
CUST003976,2024-08-22,165209,30
CUST003977,2024-10-13,183136,0
CUST003978,2023-09-09,38057,0
CUST003979,2024-03-06,154233,0
CUST003980,2024-12-11,194670,0
CUST003981,2023-04-25,82585,90
CUST003982,2023-05-03,54584,0
CUST003983,2024-10-09,189393,0
CUST003984,2023-10-30,154146,0
CUST003985,2023-09-21,130026,60
CUST003986,2024-03-07,198085,300
CUST003987,2023-04-15,26027,0
CUST003988,2024-03-10,26831,180
CUST003989,2024-04-27,156083,0
CUST003990,2024-10-07,152596,0
CUST003991,2023-10-11,91833,60
CUST003992,2024-08-10,86962,0
CUST003993,2024-06-14,74239,0
CUST003994,2023-12-09,18031,0
CUST003995,2024-10-28,119406,0
CUST003996,2023-11-03,183535,0
CUST003997,2024-04-19,133014,0
CUST003998,2023-08-13,36273,0
CUST003999,2024-02-01,54964,0
CUST004000,2023-12-09,63948,30
CUST004001,2023-06-24,68409,240
CUST004002,2024-06-07,156564,0
CUST004003,2024-03-24,73083,0
CUST004004,2023-11-30,103150,60
CUST004005,2024-12-21,67608,0
CUST004006,2024-04-02,21616,0
CUST004007,2024-01-19,64718,60
CUST004008,2023-04-28,169435,210
CUST004009,2024-01-08,190470,90
CUST004010,2024-07-14,21277,0
CUST004011,2024-05-15,63185,0
CUST004012,2023-09-03,67650,90
CUST004013,2024-03-21,122913,0
CUST004014,2024-05-25,149946,150
CUST004015,2023-07-16,187114,210
CUST004016,2024-06-24,180974,0
CUST004017,2024-09-10,30396,30
CUST004018,2023-12-19,142320,0
CUST004019,2023-12-13,165330,0
CUST004020,2023-12-08,23666,30
CUST004021,2024-09-26,189672,0
CUST004022,2024-11-18,69632,30
CUST004023,2024-07-18,198978,0
CUST004024,2024-11-14,37537,150
CUST004025,2023-05-16,114653,0
CUST004026,2023-07-07,54748,0
CUST004027,2024-12-25,19835,0
CUST004028,2024-12-21,119665,180
CUST004029,2024-03-11,149247,30
CUST004030,2024-09-13,169016,0
CUST004031,2024-11-23,65865,0
CUST004032,2024-04-24,159185,90
CUST004033,2024-08-09,49357,30
CUST004034,2024-12-05,116487,0
CUST004035,2023-12-24,70911,0
CUST004036,2023-07-08,104484,0
CUST004037,2023-09-01,29086,0
CUST004038,2023-08-03,196556,360
CUST004039,2024-11-28,17720,0
CUST004040,2023-09-13,64981,60
CUST004041,2024-05-28,191970,0
CUST004042,2024-12-11,177579,60
CUST004043,2023-06-14,10975,0
CUST004044,2024-04-28,173832,0
CUST004045,2024-05-11,142613,210
CUST004046,2023-08-26,169694,0
CUST004047,2023-04-23,84973,0
CUST004048,2023-05-24,70569,30
CUST004049,2024-09-21,185077,300
CUST004050,2024-03-30,53744,60
CUST004051,2024-07-19,73800,0
CUST004052,2024-04-20,14166,0
CUST004053,2023-08-05,176563,0
CUST004054,2024-07-26,79925,0
CUST004055,2024-06-17,65657,0
CUST004056,2024-10-01,165685,0
CUST004057,2023-06-08,126008,0
CUST004058,2024-08-02,154727,0
CUST004059,2023-12-28,57903,0
CUST004060,2024-02-04,174008,0
CUST004061,2023-05-03,193920,0
CUST004062,2023-06-20,151591,30
CUST004063,2023-07-21,116105,30
CUST004064,2024-08-15,156734,30
CUST004065,2024-09-17,49713,0
CUST004066,2024-02-09,172890,30
CUST004067,2024-11-05,122888,0
CUST004068,2023-08-04,178290,0
CUST004069,2024-05-28,154302,30
CUST004070,2023-09-22,54546,30
CUST004071,2024-06-08,103044,0
CUST004072,2023-05-15,100877,30
CUST004073,2024-12-26,79970,30
CUST004074,2024-02-16,77513,0
CUST004075,2024-04-26,165298,0
CUST004076,2024-02-07,33024,210
CUST004077,2023-10-06,26991,0
CUST004078,2023-12-17,129639,0
CUST004079,2023-04-29,119050,30
CUST004080,2024-04-28,28824,0
CUST004081,2024-04-02,95421,0
CUST004082,2024-01-07,15842,0
CUST004083,2023-07-16,177402,0
CUST004084,2024-04-23,145089,60
CUST004085,2023-11-11,10712,0
CUST004086,2023-08-22,95417,150
CUST004087,2023-07-09,150144,60
CUST004088,2023-08-06,152827,0
CUST004089,2023-06-23,171463,150
CUST004090,2023-05-04,195030,30
CUST004091,2023-09-01,65243,60
CUST004092,2024-05-02,20212,0
CUST004093,2024-12-06,105284,0
CUST004094,2024-11-24,134528,0
CUST004095,2023-05-25,181618,60
CUST004096,2023-07-19,119533,0
CUST004097,2024-12-06,87157,30
CUST004098,2023-12-17,177060,0
CUST004099,2024-03-30,133186,0
CUST004100,2024-06-05,79845,300
CUST004101,2024-01-27,153448,0
CUST004102,2024-02-14,111884,0
CUST004103,2024-02-08,99701,30
CUST004104,2024-11-19,110244,0
CUST004105,2024-02-19,17145,0
CUST004106,2024-05-03,28110,30
CUST004107,2023-07-27,154579,360
CUST004108,2023-05-10,180316,0
CUST004109,2023-09-15,85512,30
CUST004110,2024-04-09,194250,0
CUST004111,2024-06-20,166903,0
CUST004112,2023-12-08,117422,0
CUST004113,2024-07-02,99697,0
CUST004114,2023-06-11,35912,0
CUST004115,2024-08-13,144275,0
CUST004116,2023-04-20,131539,0
CUST004117,2023-12-08,58786,0
CUST004118,2024-12-11,109420,90
CUST004119,2024-06-09,17158,60
CUST004120,2024-08-08,47334,0
CUST004121,2023-06-15,168029,0
CUST004122,2024-08-31,143159,0
CUST004123,2023-11-08,56566,0
CUST004124,2023-12-02,68477,0
CUST004125,2023-06-28,146490,0
CUST004126,2024-02-11,86680,300
CUST004127,2023-12-22,69277,0
CUST004128,2024-07-10,145147,240
CUST004129,2024-03-08,105197,0
CUST004130,2024-11-28,20339,0
CUST004131,2023-05-30,124069,0
CUST004132,2024-05-22,61942,0
CUST004133,2024-02-28,180810,0
CUST004134,2023-08-21,72402,0
CUST004135,2024-01-07,134890,0
CUST004136,2023-07-18,39776,0
CUST004137,2024-10-28,76406,0
CUST004138,2024-08-18,57200,0
CUST004139,2023-07-02,90621,90
CUST004140,2024-09-18,134176,30
CUST004141,2024-11-02,131233,30
CUST004142,2024-11-02,31005,0
CUST004143,2023-06-06,186840,0
CUST004144,2024-09-18,197202,0
CUST004145,2023-06-23,137752,30
CUST004146,2024-05-08,198959,0
CUST004147,2023-08-19,117039,0
CUST004148,2023-10-20,61758,30
CUST004149,2024-04-18,42573,0
CUST004150,2023-07-29,162442,0
CUST004151,2024-07-14,18739,0
CUST004152,2024-11-05,182021,0
CUST004153,2024-07-18,94077,60
CUST004154,2023-05-15,101918,0
CUST004155,2024-08-03,171948,0
CUST004156,2024-01-07,179988,0
CUST004157,2024-06-02,36777,180
CUST004158,2023-12-13,114561,0
CUST004159,2023-11-23,77104,60
CUST004160,2024-06-16,199269,0
CUST004161,2024-03-23,13369,0
CUST004162,2023-09-29,135365,30
CUST004163,2024-09-07,76514,0
CUST004164,2023-10-12,97053,210
CUST004165,2023-04-09,60204,0
CUST004166,2023-07-13,39579,0
CUST004167,2023-12-08,150363,90
CUST004168,2024-03-17,109920,0
CUST004169,2024-09-02,43924,360
CUST004170,2024-05-30,149924,60
CUST004171,2023-04-25,22582,0
CUST004172,2024-07-16,198532,0
CUST004173,2024-02-19,156037,0
CUST004174,2024-05-07,104082,0
