Customer_ID,APR,Loan_Approval_Month
W007977,31.37,Jul-24
W007978,30.72,Jan-25
W007979,32.79,Jul-24
W007980,36.21,Feb-25
W007981,35.82,Dec-24
W007982,20.22,Nov-24
W007983,25.24,Sep-24
W007984,19.08,Nov-24
W007985,28.51,Oct-24
W007986,31.81,Nov-24
W007987,32.6,Oct-24
W007988,25.37,May-24
W007989,34.21,Feb-25
W007990,26.64,Mar-25
W007991,21.49,Sep-24
W007992,21.27,Jul-24
W007993,18.83,Jul-24
W007994,26.74,Jan-25
W007995,36.27,Sep-24
W007996,24.06,Nov-24
W007997,31.36,Aug-24
W007998,32.06,Jun-24
W007999,39.39,Mar-25
W008000,26.37,Apr-24
W008001,26.89,Aug-24
W008002,29.02,Jun-24
W008003,26.48,Jun-24
W008004,28.13,Jul-24
W008005,36.12,Dec-24
W008006,29.69,Jul-24
W008007,26.65,Aug-24
W008008,20.78,Jan-25
W008009,26.96,Aug-24
W008010,24.84,Apr-24
W008011,35.4,Oct-24
W008012,26.69,May-24
W008013,22.44,Sep-24
W008014,27.71,Feb-25
W008015,18.86,Jul-24
W008016,33.81,Aug-24
W008017,36,Mar-25
W008018,33.52,Aug-24
W008019,25.29,Jul-24
W008020,38.47,May-24
W008021,30.4,Mar-25
W008022,37.68,Nov-24
W008023,35.46,Apr-24
W008024,26.7,Dec-24
W008025,30.81,Sep-24
W008026,37.39,Jul-24
W008027,31.97,Sep-24
W008028,37.62,Feb-25
W008029,33.36,Dec-24
W008030,29.09,Mar-25
W008031,29.77,Mar-25
W008032,22.67,Dec-24
W008033,26.91,Jun-24
W008034,21.76,Nov-24
W008035,32.77,Apr-24
W008036,20.89,Dec-24
W008037,35.21,Oct-24
W008038,37.7,Jan-25
W008039,28.84,Oct-24
W008040,36.56,Sep-24
W008041,20.04,Apr-24
W008042,26.18,May-24
W008043,39.3,Feb-25
W008044,23.45,Jun-24
W008045,38.71,Apr-24
W008046,35.13,Aug-24
W008047,21.58,Feb-25
W008048,21.16,Aug-24
W008049,22.6,Sep-24
W008050,31.62,Oct-24
W008051,26.56,Jan-25
W008052,24.37,Dec-24
W008053,38.15,Oct-24
W008054,38.98,Sep-24
W008055,37.97,Dec-24
W008056,25.06,May-24
W008057,21.55,Sep-24
W008058,32.73,Aug-24
W008059,35.7,Mar-25
W008060,27.36,Sep-24
W008061,34.5,Jan-25
W008062,19.46,Apr-24
W008063,19.07,Feb-25
W008064,31.59,Aug-24
W008065,35.27,Mar-25
W008066,29.61,Nov-24
W008067,32.92,Jun-24
W008068,34.58,Jun-24
W008069,25.15,Feb-25
W008070,30.27,Oct-24
W008071,33.11,Oct-24
W008072,35.67,Mar-25
W008073,36.39,May-24
W008074,36.09,Nov-24
W008075,22.59,Aug-24
W008076,32.96,Dec-24
W008077,33.96,Apr-24
W008078,37.12,Feb-25
W008079,21.9,Jul-24
W008080,34.19,Nov-24
W008081,30.7,Dec-24
W008082,19.2,Dec-24
W008083,32.04,Jan-25
W008084,36.57,Feb-25
W008085,20.33,Apr-24
W008086,24.05,Apr-24
W008087,26.17,Oct-24
W008088,33.17,Feb-25
W008089,34.67,Mar-25
W008090,21.26,Sep-24
W008091,34.56,Oct-24
W008092,30.49,Nov-24
W008093,35.88,Feb-25
W008094,25.14,Sep-24
W008095,19.72,Jan-25
W008096,36.93,Jan-25
W008097,35.54,Mar-25
W008098,26.71,Jan-25
W008099,25.31,Oct-24
W008100,37.11,Feb-25
W008101,38.6,Oct-24
W008102,37.41,Oct-24
W008103,38.83,May-24
W008104,38.13,Jun-24
W008105,22.9,Jan-25
W008106,32.51,Dec-24
W008107,34.97,Apr-24
W008108,35.79,Nov-24
W008109,29.55,Oct-24
W008110,35.14,Sep-24
W008111,38.39,Apr-24
W008112,19.51,Dec-24
W008113,34.53,May-24
W008114,19.69,Jan-25
W008115,35.66,Mar-25
W008116,20.61,Aug-24
W008117,33.23,Dec-24
W008118,27.66,Mar-25
W008119,25.98,Nov-24
W008120,36.87,Jan-25
W008121,18.29,Jul-24
W008122,39.85,Nov-24
W008123,35.2,Dec-24
W008124,19.91,Mar-25
W008125,29.38,Feb-25
W008126,24.76,Aug-24
W008127,35.48,Apr-24
W008128,34.46,Feb-25
W008129,22.31,Sep-24
W008130,30.28,Jul-24
W008131,23.27,Sep-24
W008132,30.2,Apr-24
W008133,26.5,Jul-24
W008134,20.97,Aug-24
W008135,38.26,Sep-24
W008136,36.56,Aug-24
W008137,38.07,May-24
W008138,22.1,Jun-24
W008139,18.33,Aug-24
W008140,23.36,Feb-25
W008141,18.49,Oct-24
W008142,30.62,Jul-24
W008143,18.59,Feb-25
W008144,37.75,Sep-24
W008145,37.64,Dec-24
W008146,31.4,Jan-25
W008147,34.03,Oct-24
W008148,22.14,Jun-24
W008149,22.88,Feb-25
W008150,25.03,Aug-24
W008151,30.44,Dec-24
W008152,28.07,Aug-24
W008153,22.45,Jun-24
W008154,38.42,Nov-24
W008155,31.02,Oct-24
W008156,20.5,Mar-25
W008157,24.36,Aug-24
W008158,37.47,Aug-24
W008159,21,Apr-24
W008160,30,Nov-24
W008161,31.61,Sep-24
W008162,32.62,Aug-24
W008163,35.95,Oct-24
W008164,34.33,May-24
W008165,35.24,Jun-24
W008166,36.91,Dec-24
W008167,37.2,Aug-24
W008168,35.24,Sep-24
W008169,25.28,Nov-24
W008170,30.66,Jun-24
W008171,37.07,Apr-24
W008172,37.37,Jul-24
W008173,20.67,May-24
W008174,31.95,Dec-24
W008175,34.17,Jul-24
W008176,32.16,Dec-24
W008177,29.09,Oct-24
W008178,28.72,Oct-24
W008179,19.96,Apr-24
W008180,24.13,May-24
W008181,19.13,Oct-24
W008182,37.18,Mar-25
W008183,19.52,Aug-24
W008184,18.87,Oct-24
W008185,27.55,Jun-24
W008186,31.19,Nov-24
W008187,30.49,Jul-24
W008188,21.97,Nov-24
W008189,37.29,Sep-24
W008190,18.33,Dec-24
W008191,26.67,Sep-24
W008192,39.23,Jul-24
W008193,23.64,Jun-24
W008194,28.68,Jul-24
W008195,33.81,Feb-25
W008196,22,Oct-24
W008197,26.98,Nov-24
W008198,20.98,May-24
W008199,25.8,Dec-24
W008200,39.38,Oct-24
W008201,36.05,Oct-24
W008202,20.81,Mar-25
W008203,30.36,Jan-25
W008204,31.86,Jul-24
W008205,26.37,Oct-24
W008206,23.98,May-24
W008207,30.22,Feb-25
W008208,34.13,Jan-25
W008209,34.32,Jun-24
W008210,26.09,May-24
W008211,34.92,Mar-25
W008212,27.67,Aug-24
W008213,31.23,Apr-24
W008214,20.02,May-24
W008215,29.72,Feb-25
W008216,30.44,Sep-24
W008217,30.35,Sep-24
W008218,22.91,Mar-25
W008219,32.15,Nov-24
W008220,29.51,Dec-24
W008221,31.38,Dec-24
W008222,20.64,Oct-24
W008223,26.54,Mar-25
W008224,39.67,Jan-25
W008225,35.1,Apr-24
W008226,35.41,Jul-24
W008227,21.24,Oct-24
W008228,39.52,May-24
W008229,27.37,Mar-25
W008230,23.05,Dec-24
W008231,29.32,Apr-24
W008232,18.6,Dec-24
W008233,21.11,Oct-24
W008234,31.33,Jan-25
W008235,26.9,Sep-24
W008236,19.83,Mar-25
W008237,18.32,Oct-24
W008238,39.04,May-24
W008239,25.31,Jan-25
W008240,24.3,Mar-25
W008241,32.72,May-24
W008242,30.41,Jun-24
W008243,31.93,Sep-24
W008244,24.82,Apr-24
W008245,37.66,Feb-25
W008246,23.5,Jul-24
W008247,34.01,Nov-24
W008248,30.36,Nov-24
W008249,39.5,Aug-24
W008250,31.64,Oct-24
W008251,28.62,Aug-24
W008252,22.68,Jul-24
W008253,21.24,Sep-24
W008254,20.44,Nov-24
W008255,29.83,Mar-25
W008256,38.08,Jan-25
W008257,31.95,Apr-24
W008258,39.92,Jun-24
W008259,34.82,Jul-24
W008260,25.21,Aug-24
W008261,33.57,Apr-24
W008262,24.13,Dec-24
W008263,28.93,Nov-24
W008264,28.68,May-24
W008265,26.34,Aug-24
W008266,34.99,Dec-24
W008267,29.91,Jun-24
W008268,37.21,Aug-24
W008269,30.33,Dec-24
W008270,18.98,Sep-24
W008271,27.83,Aug-24
W008272,27.95,Nov-24
W008273,32.6,Aug-24
W008274,26.53,Dec-24
W008275,34.32,Feb-25
W008276,35.22,Jun-24
W008277,34.7,Apr-24
W008278,19.52,Jul-24
W008279,18.86,Oct-24
W008280,39.68,Jun-24
W008281,31.79,Jan-25
W008282,39.1,Nov-24
W008283,26.82,May-24
W008284,24.76,Dec-24
W008285,30.08,Jun-24
W008286,28.5,Feb-25
W008287,18.32,Sep-24
W008288,35.59,Oct-24
W008289,38.42,Aug-24
W008290,27.57,Jan-25
W008291,36.39,Aug-24
W008292,39.11,Apr-24
W008293,22.08,Jul-24
W008294,35.76,Apr-24
W008295,26.27,Dec-24
W008296,30.99,Dec-24
W008297,34.83,Aug-24
W008298,35.83,Aug-24
W008299,26.75,Aug-24
W008300,33.4,Oct-24
W008301,28.86,Sep-24
W008302,33.98,May-24
W008303,23.17,Feb-25
W008304,25.14,Jan-25
W008305,25.18,Jun-24
W008306,28.66,Aug-24
W008307,22.79,Oct-24
W008308,25.24,May-24
W008309,30.8,Feb-25
W008310,37.68,Jul-24
W008311,38.69,Apr-24
W008312,30.7,Oct-24
W008313,33.76,Feb-25
W008314,39.28,May-24
W008315,33.11,Nov-24
W008316,35.01,Jan-25
W008317,38.15,Mar-25
W008318,19.31,Feb-25
W008319,35.99,Apr-24
W008320,34.12,May-24
W008321,35.76,Nov-24
W008322,36.54,Aug-24
W008323,23.09,Aug-24
W008324,18.37,Feb-25
W008325,24.31,Oct-24
W008326,27.32,Jul-24
W008327,33.29,Dec-24
W008328,21.09,Jun-24
W008329,37.64,Nov-24
W008330,20.66,Jun-24
W008331,36.9,Nov-24
W008332,25.93,Apr-24
W008333,26.84,Jan-25
W008334,27.83,Jan-25
W008335,39.85,Oct-24
W008336,18.37,Mar-25
W008337,22.02,Apr-24
W008338,22.26,May-24
W008339,37.83,Feb-25
W008340,22.8,Feb-25
W008341,38.13,Mar-25
W008342,34.83,Mar-25
W008343,23.98,Apr-24
W008344,37.54,Jan-25
W008345,36.89,Jun-24
W008346,22.31,Dec-24
W008347,38.52,Apr-24
W008348,37.77,Jun-24
W008349,18.46,May-24
W008350,18.73,Aug-24
W008351,34.25,Mar-25
W008352,23.42,Oct-24
W008353,32.77,Sep-24
W008354,20.7,Jan-25
W008355,30.59,Aug-24
W008356,39.78,Jun-24
W008357,20.35,Oct-24
W008358,40.55,Mar-25
W008359,25.25,Dec-24
W008360,26.21,May-24
W008361,30.71,Sep-24
W008362,18.47,Mar-25
W008363,21.69,Aug-24
W008364,36.33,Dec-24
W008365,23.28,Nov-24
W008366,27.04,Dec-24
W008367,28.91,Oct-24
W008368,37.56,Aug-24
W008369,30,Jul-24
W008370,29.28,Nov-24
W008371,27.53,May-24
W008372,27.27,Apr-24
W008373,25.94,Jun-24
W008374,35.49,Oct-24
W008375,37.25,Apr-24
W008376,28.64,Aug-24
W008377,34.22,Aug-24
W008378,20.67,Jun-24
W008379,34.41,Feb-25
W008380,33.85,Apr-24
W008381,38.39,Aug-24
W008382,24.45,Nov-24
W008383,33.58,Dec-24
W008384,24.82,Mar-25
W008385,31.66,Sep-24
W008386,25.06,Apr-24
W008387,34.08,Aug-24
W008388,25.23,May-24
W008389,34.36,Apr-24
W008390,35.18,Jun-24
W008391,31.89,Feb-25
W008392,19.18,Jan-25
W008393,20.91,Aug-24
W008394,35.17,Dec-24
W008395,22.51,Oct-24
W008396,24.56,Sep-24
W008397,25.82,Dec-24
W008398,37.77,Sep-24
W008399,34.05,Feb-25
W008400,33.48,Jul-24
W008401,33.69,Oct-24
W008402,29.07,May-24
W008403,19.44,May-24
W008404,39.75,Sep-24
W008405,35.98,Aug-24
W008406,43.3,Sep-24
W008407,20.08,May-24
W008408,24.39,May-24
W008409,28.47,Apr-24
W008410,32.56,May-24
W008411,37,Feb-25
W008412,35.92,Jan-25
W008413,25.57,Oct-24
W008414,38,May-24
W008415,19.33,Jun-24
W008416,39.07,Feb-25
W008417,31.65,Sep-24
W008418,31.7,Sep-24
W008419,33.77,Jan-25
W008420,38.9,Feb-25
W008421,30.44,Dec-24
W008422,32.55,Mar-25
W008423,37.52,Feb-25
W008424,26.23,Mar-25
W008425,29.53,May-24
W008426,32.4,Oct-24
W008427,25.42,Apr-24
W008428,33.4,Sep-24
W008429,21.37,Dec-24
W008430,23.52,Nov-24
W008431,39.54,Sep-24
W008432,34.15,Sep-24
W008433,22.24,Sep-24
W008434,22.01,Nov-24
W008435,31.78,May-24
W008436,26.41,Feb-25
W008437,38.71,Dec-24
W008438,21.84,Jan-25
W008439,36.04,Nov-24
W008440,34.66,May-24
W008441,19.65,Feb-25
W008442,33.3,Nov-24
W008443,38.39,Apr-24
W008444,30.48,Sep-24
W008445,29.76,Sep-24
W008446,22.43,Dec-24
W008447,25.47,Dec-24
W008448,35.99,Aug-24
W008449,22.4,Apr-24
W008450,28.3,Mar-25
W008451,31.41,Feb-25
W008452,26.96,Apr-24
W008453,22.06,Oct-24
W008454,39.02,Feb-25
W008455,27.67,Feb-25
W008456,18.57,Jul-24
W008457,20.13,Dec-24
W008458,22.85,Jun-24
W008459,18.57,Sep-24
W008460,26.91,Dec-24
W008461,31.35,Jul-24
W008462,22.53,Aug-24
W008463,22.07,Aug-24
W008464,39.14,Aug-24
W008465,21.92,May-24
W008466,34.38,Feb-25
W008467,27.76,May-24
W008468,35.83,Apr-24
W008469,38.68,Apr-24
W008470,36.78,Jul-24
W008471,31.26,Jun-24
W008472,36.78,Jul-24
W008473,23.49,Feb-25
W008474,20.29,Mar-25
W008475,37.37,Mar-25
W008476,29.42,Sep-24
W008477,21.97,Feb-25
W008478,36.31,Apr-24
W008479,33.81,Nov-24
W008480,32.6,Nov-24
W008481,31.26,Oct-24
W008482,20.75,Mar-25
W008483,31.81,Feb-25
W008484,24.28,Feb-25
W008485,32.35,Jul-24
W008486,31.6,Nov-24
W008487,23.91,Dec-24
W008488,18.33,Aug-24
W008489,26.75,Sep-24
W008490,29.15,Jan-25
W008491,24.91,Nov-24
W008492,33.98,Aug-24
W008493,38.87,Mar-25
W008494,30.11,Jul-24
W008495,31.43,Nov-24
W008496,31.83,Jun-24
W008497,22.99,Sep-24
W008498,20.14,Dec-24
W008499,31.3,Sep-24
W008500,35.98,Dec-24
W008501,30.7,Nov-24
W008502,19.73,Mar-25
W008503,36.29,Dec-24
W008504,19.17,Jan-25
W008505,18.26,Dec-24
W008506,29.47,Nov-24
W008507,32.43,Dec-24
W008508,31.59,Oct-24
W008509,25.76,Oct-24
W008510,29.33,Feb-25
W008511,36.55,Jul-24
W008512,35,Apr-24
W008513,39.26,Oct-24
W008514,32.56,Nov-24
W008515,29.34,Mar-25
W008516,21.08,Dec-24
W008517,28.59,Apr-24
W008518,23.42,Dec-24
W008519,20.77,Oct-24
W008520,39.39,Oct-24
W008521,37.34,Jun-24
W008522,31.73,Apr-24
W008523,23.08,Oct-24
W008524,34.12,Jan-25
W008525,33.91,Nov-24
W008526,29.27,Sep-24
W008527,21.73,Oct-24
W008528,29.29,Dec-24
W008529,29.01,Nov-24
W008530,23.59,Aug-24
W008531,36.77,Mar-25
W008532,29.9,Feb-25
W008533,23.35,Jul-24
W008534,19.63,Feb-25
W008535,30.18,Jul-24
W008536,27.25,Jul-24
W008537,24.14,May-24
W008538,34.29,Jan-25
W008539,30.29,Jan-25
W008540,20.62,Oct-24
W008541,18.09,Nov-24
W008542,31.09,Mar-25
W008543,23.32,Oct-24
W008544,19.28,Feb-25
W008545,35.31,Jan-25
W008546,24.7,Nov-24
W008547,32.51,Feb-25
W008548,38.26,Feb-25
W008549,25.06,Dec-24
W008550,19.84,Nov-24
W008551,24.26,Aug-24
W008552,24.32,Jul-24
W008553,20.12,Aug-24
W008554,19.72,Mar-25
W008555,35.48,Feb-25
W008556,38.49,Apr-24
W008557,19.8,Aug-24
W008558,21.74,Sep-24
W008559,21.11,Dec-24
W008560,20.59,Dec-24
W008561,33.9,Jan-25
W008562,27.7,Mar-25
W008563,37.8,Jun-24
W008564,19.65,Feb-25
W008565,39.89,Nov-24
W008566,32.94,Nov-24
W008567,21.72,Dec-24
W008568,36.72,Apr-24
W008569,24.75,Aug-24
W008570,28.94,Aug-24
W008571,39.77,Oct-24
W008572,39.56,Feb-25
W008573,31.76,Nov-24
W008574,25.45,Feb-25
W008575,34.31,Oct-24
W008576,38.85,Sep-24
W008577,18.72,Jul-24
W008578,22.82,Dec-24
W008579,26.52,May-24
W008580,36.32,Sep-24
W008581,21.8,Jan-25
W008582,20.13,Sep-24
W008583,21.07,Feb-25
W008584,37.56,Jul-24
W008585,26.45,Jun-24
W008586,31.84,Feb-25
W008587,34.46,Jun-24
W008588,21.09,May-24
W008589,20.09,Jun-24
W008590,37.35,Jul-24
W008591,31.04,Jan-25
W008592,23.27,Jul-24
W008593,21.29,Jan-25
W008594,23.76,Oct-24
W008595,21.64,Jul-24
W008596,18.22,Dec-24
W008597,18.37,Nov-24
W008598,38.74,Apr-24
W008599,30.69,Jan-25
W008600,20.92,Apr-24
W008601,38.62,Sep-24
W008602,24.64,Jul-24
W008603,21.93,Jan-25
W008604,29.75,Sep-24
W008605,34.11,Dec-24
W008606,30.12,Jan-25
W008607,20.01,Aug-24
W008608,26.2,Nov-24
W008609,18.88,May-24
W008610,30.68,Nov-24
W008611,22.38,Nov-24
W008612,39.02,May-24
W008613,38.28,Oct-24
W008614,23.01,Nov-24
W008615,29.02,Oct-24
W008616,36.39,Sep-24
W008617,25.52,Jun-24
W008618,34.65,Feb-25
W008619,29.62,Feb-25
W008620,35.93,Jun-24
W008621,33.02,Nov-24
W008622,35.21,Jul-24
W008623,25.29,Jan-25
W008624,26.29,Nov-24
W008625,37.47,Jan-25
W008626,25.12,Sep-24
W008627,33.03,Jun-24
W008628,24.83,Mar-25
W008629,33.3,Jan-25
W008630,19.94,May-24
W008631,22.28,Apr-24
W008632,37.29,Mar-25
W008633,22.12,Jul-24
W008634,29.32,Nov-24
W008635,27.33,Jul-24
W008636,29.83,Nov-24
W008637,20.22,Nov-24
W008638,35.01,Feb-25
W008639,31.76,Apr-24
W008640,23.03,Sep-24
W008641,27.33,Feb-25
W008642,22.48,Jan-25
W008643,25.55,Nov-24
W008644,38.51,Nov-24
W008645,22.52,Apr-24
W008646,38.7,Nov-24
W008647,27.91,Dec-24
W008648,22.72,Feb-25
W008649,22.63,Sep-24
W008650,19.34,Oct-24
W008651,38.29,Sep-24
W008652,33.85,Aug-24
W008653,21.65,Apr-24
W008654,32.21,May-24
W008655,34.85,Jan-25
W008656,38.17,May-24
W008657,32.54,Feb-25
W008658,30.92,Dec-24
W008659,30.04,Sep-24
W008660,29.3,Jun-24
W008661,21.11,Jun-24
W008662,20.3,Jan-25
W008663,18.03,Jan-25
W008664,36.31,May-24
W008665,36.59,Oct-24
W008666,30.96,Apr-24
W008667,29.97,Apr-24
W008668,32.98,Jan-25
W008669,35.03,Jun-24
W008670,37.69,Apr-24
W008671,24.54,Feb-25
W008672,37.17,Jun-24
W008673,31.02,Mar-25
W008674,33.95,Dec-24
W008675,38.71,Oct-24
W008676,30.09,Dec-24
W008677,32.72,Oct-24
W008678,21.53,Feb-25
W008679,23.73,Dec-24
W008680,35.94,Feb-25
W008681,39.38,Jun-24
W008682,32.3,Oct-24
W008683,20.93,Sep-24
W008684,37.6,May-24
W008685,30.7,Sep-24
W008686,31.37,Jun-24
W008687,29.6,May-24
W008688,38.84,Aug-24
W008689,23.9,Aug-24
W008690,24.69,Feb-25
W008691,38.22,May-24
W008692,21.9,Jun-24
W008693,39.38,Nov-24
W008694,24.22,Aug-24
W008695,21.88,Nov-24
W008696,20.64,Jan-25
W008697,41.08,Jul-24
W008698,22.5,Jul-24
W008699,29.13,Sep-24
W008700,20.98,Jan-25
W008701,20.8,Feb-25
W008702,34.48,Aug-24
W008703,26.26,Aug-24
W008704,24.88,Dec-24
W008705,34.26,Sep-24
W008706,27.73,Jun-24
W008707,20.48,Feb-25
W008708,38.16,Jul-24
W008709,30.79,Dec-24
W008710,19.88,Sep-24
W008711,36.38,Feb-25
W008712,20.86,Nov-24
W008713,31.8,Feb-25
W008714,26.73,Oct-24
W008715,18.58,Mar-25
W008716,33,Apr-24
W008717,20.13,Apr-24
W008718,34.09,Jan-25
W008719,23.14,Oct-24
W008720,35.74,May-24
W008721,25.94,Dec-24
W008722,37.91,Mar-25
W008723,23.66,Jan-25
W008724,39.7,Mar-25
W008725,36.6,Dec-24
W008726,32.57,Mar-25
W008727,27.41,May-24
W008728,21.95,Dec-24
W008729,25.44,Dec-24
W008730,19.19,Jan-25
W008731,31.97,Sep-24
W008732,31.43,Aug-24
W008733,25.88,Jan-25
W008734,21.2,May-24
W008735,39.79,Sep-24
W008736,36.72,Feb-25
W008737,30.83,Dec-24
W008738,28.96,Jun-24
W008739,29.9,Jun-24
W008740,26.39,Feb-25
W008741,36.18,Jul-24
W008742,34.65,Jan-25
W008743,31.26,Feb-25
W008744,36.28,Mar-25
W008745,37.26,Jul-24
W008746,36.5,Apr-24
W008747,23.93,May-24
W008748,19.18,Sep-24
W008749,23.8,Aug-24
W008750,20.13,Jan-25
W008751,30.32,Jul-24
W008752,18.41,Jan-25
W008753,20.74,Dec-24
W008754,33.03,May-24
W008755,31.18,Mar-25
W008756,26.83,Nov-24
W008757,26.74,Mar-25
W008758,39.27,Feb-25
W008759,24.66,Jul-24
W008760,18.12,Dec-24
W008761,31.89,Jul-24
W008762,37.69,May-24
W008763,29.94,Sep-24
W008764,33.19,Mar-25
W008765,18.45,Dec-24
W008766,24.45,Oct-24
W008767,30.48,Apr-24
W008768,31.93,Dec-24
W008769,32.82,Sep-24
W008770,27.66,Dec-24
W008771,39.95,May-24
W008772,27.32,Feb-25
W008773,33.24,Oct-24
W008774,29.97,Nov-24
W008775,28.86,Nov-24
W008776,36.73,Aug-24
W008777,22.5,Oct-24
W008778,27.8,Oct-24
W008779,36.73,Jun-24
W008780,29.33,Feb-25
W008781,29.49,Feb-25
W008782,28.01,May-24
W008783,35.79,Aug-24
W008784,25.19,Jul-24
W008785,19.45,Nov-24
W008786,35.66,Mar-25
W008787,26.74,Aug-24
W008788,33.4,Dec-24
W008789,36,Oct-24
W008790,28.44,Feb-25
W008791,27.72,Apr-24
W008792,19.69,May-24
W008793,36.29,Nov-24
W008794,36.12,Jan-25
W008795,24.76,Nov-24
W008796,43.57,May-24
W008797,23.96,Oct-24
W008798,25.08,Nov-24
W008799,27.23,Jul-24
W008800,26.54,Jun-24
W008801,18.29,Jan-25
W008802,39.65,Dec-24
W008803,30.2,May-24
W008804,28.45,Jun-24
W008805,38.78,Nov-24
W008806,37.51,May-24
W008807,27.16,Aug-24
W008808,39.54,Jan-25
W008809,23.55,Mar-25
W008810,32.43,Nov-24
W008811,20.47,Oct-24
W008812,27.9,Jul-24
W008813,33.62,Jan-25
W008814,21.76,Dec-24
W008815,21.28,May-24
W008816,32.38,Oct-24
W008817,31.45,Oct-24
W008818,23.75,Oct-24
W008819,32.47,Oct-24
W008820,21.68,Aug-24
W008821,35.29,Apr-24
W008822,20.89,Jul-24
W008823,36.21,Aug-24
W008824,19.58,Jan-25
W008825,24.1,Jul-24
W008826,28.69,Oct-24
W008827,27.43,May-24
W008828,37.73,May-24
W008829,24.25,Feb-25
W008830,24.96,May-24
W008831,30.57,Jan-25
W008832,24.7,Jun-24
W008833,37.3,Aug-24
W008834,39.12,Jan-25
W008835,19.66,Dec-24
W008836,19.4,Jun-24
W008837,39.24,Sep-24
W008838,34.65,Sep-24
W008839,32.23,Feb-25
W008840,34.34,Sep-24
W008841,18.82,Aug-24
W008842,34.84,May-24
W008843,35.43,Apr-24
W008844,19.79,Aug-24
W008845,20.49,Nov-24
W008846,23.03,Jan-25
W008847,36.34,Aug-24
W008848,36.87,Jun-24
W008849,30.91,Jun-24
W008850,31.9,May-24
W008851,29.92,Oct-24
W008852,36.13,May-24
W008853,24.37,Sep-24
W008854,27.34,Mar-25
W008855,19.02,Nov-24
W008856,23.01,Nov-24
W008857,36.81,May-24
W008858,33.87,Sep-24
W008859,37.37,Mar-25
W008860,39.79,Jun-24
W008861,38.92,Dec-24
W008862,38.63,Jun-24
W008863,25.99,Apr-24
W008864,33.79,Dec-24
W008865,23.25,Nov-24
W008866,29.12,Mar-25
W008867,27.39,May-24
W008868,25.68,Jan-25
W008869,23.07,Jan-25
W008870,23.57,Jun-24
W008871,21.3,Oct-24
W008872,25.47,Sep-24
W008873,20.97,Nov-24
W008874,26.17,Jan-25
W008875,36.6,Aug-24
W008876,22.53,Aug-24
W008877,33.88,May-24
W008878,33.57,Sep-24
W008879,38.74,Mar-25
W008880,19.03,Mar-25
W008881,22.2,Feb-25
W008882,36.39,Feb-25
W008883,33.54,Aug-24
W008884,22.12,Dec-24
W008885,19.96,Jun-24
W008886,42.6,Aug-24
W008887,27.89,Jun-24
W008888,23.07,Dec-24
W008889,32.77,Dec-24
W008890,39.17,Jan-25
W008891,22.86,Oct-24
W008892,28.97,Apr-24
W008893,31.97,Dec-24
W008894,24.98,Dec-24
W008895,19.51,Jan-25
W008896,29.71,Aug-24
W008897,31.09,Feb-25
W008898,24.87,May-24
W008899,22.5,Apr-24
W008900,34.98,May-24
W008901,25.57,Jul-24
W008902,27.19,Jul-24
W008903,33.38,Apr-24
W008904,28.58,Nov-24
W008905,23.18,Jan-25
W008906,28.95,Mar-25
W008907,23.83,Nov-24
W008908,31.51,Nov-24
W008909,35.99,Aug-24
W008910,23.72,Jan-25
W008911,37.04,May-24
W008912,30.51,Jul-24
W008913,34.77,Apr-24
W008914,22.18,Jan-25
W008915,31.82,Apr-24
W008916,19.42,Mar-25
W008917,28.81,Jan-25
W008918,18.49,Jun-24
W008919,27.23,Jul-24
W008920,30.23,Mar-25
W008921,19.13,Feb-25
W008922,39.05,Mar-25
W008923,19.78,Feb-25
W008924,20.28,Jun-24
W008925,35.44,Mar-25
W008926,21.88,Feb-25
W008927,36.27,Jun-24
W008928,22.11,Nov-24
W008929,31.7,Jul-24
W008930,29.49,Jun-24
W008931,22.24,Dec-24
W008932,32.85,Mar-25
W008933,27.04,Mar-25
W008934,28.28,Apr-24
W008935,29.36,Nov-24
W008936,24.68,Aug-24
W008937,33.12,Nov-24
W008938,19.62,Jan-25
W008939,37.87,Jun-24
W008940,29.47,Sep-24
W008941,31.78,Feb-25
W008942,39.13,Oct-24
W008943,21.77,Nov-24
W008944,38.7,Oct-24
W008945,37.34,Oct-24
W008946,32.47,May-24
W008947,22.78,Jun-24
W008948,26.2,Sep-24
W008949,32.57,Jun-24
W008950,21.02,Dec-24
W008951,32.27,Dec-24
W008952,37.18,Sep-24
W008953,37.74,Apr-24
W008954,35.15,Apr-24
W008955,30.35,Jul-24
W008956,37.41,Feb-25
W008957,26.92,Jan-25
W008958,22.97,Nov-24
W008959,22.78,Jun-24
W008960,26.17,Jul-24
W008961,18.23,Mar-25
W008962,35.04,Feb-25
W008963,24.14,Sep-24
W008964,23.85,Feb-25
W008965,21.52,Dec-24
W008966,30.91,Jul-24
W008967,33.68,Jun-24
W008968,21.56,Jan-25
W008969,33.69,Jan-25
W008970,23.08,Dec-24
W008971,24.55,Oct-24
W008972,22.17,Dec-24
W008973,29.78,Feb-25
W008974,29.36,Jan-25
W008975,22.72,Sep-24
W008976,18.06,Jul-24
W008977,30.55,Aug-24
W008978,24.84,Jan-25
W008979,19.43,Mar-25
W008980,34.23,May-24
W008981,30.85,Jun-24
W008982,18.62,Aug-24
W008983,30.07,Jun-24
W008984,39.38,Jun-24
W008985,37.12,Dec-24
W008986,21.27,Jul-24
W008987,20.79,Jul-24
