Customer_ID,CIBIL_Score,Loan_Issued,Loan_Issue_Date
Z004139,686,TRUE,07-01-2025
Z004140,710,TRUE,06-01-2025
Z004141,609,TRUE,11-11-2024
Z004142,673,TRUE,14-12-2024
Z004143,721,TRUE,06-08-2024
Z004144,647,TRUE,11-11-2024
Z004145,803,TRUE,06-07-2024
Z004146,730,TRUE,23-10-2024
Z004147,467,TRUE,25-11-2024
Z004148,679,TRUE,22-09-2024
Z004149,645,TRUE,12-05-2024
Z004150,712,TRUE,28-09-2024
Z004151,620,TRUE,03-03-2025
Z004152,789,TRUE,16-04-2024
Z004153,634,TRUE,21-09-2024
Z004154,676,TRUE,09-05-2024
Z004155,673,TRUE,18-06-2024
Z004156,371,TRUE,27-12-2024
Z004157,737,TRUE,01-01-2025
Z004158,663,TRUE,08-11-2024
Z004159,707,TRUE,05-01-2025
Z004160,637,TRUE,11-02-2025
Z004161,649,TRUE,06-03-2025
Z004162,684,TRUE,04-01-2025
Z004163,707,TRUE,09-06-2024
Z004164,658,TRUE,09-03-2025
Z004165,714,TRUE,03-02-2025
Z004166,629,TRUE,21-09-2024
Z004167,644,TRUE,22-07-2024
Z004168,361,TRUE,09-07-2024
Z004169,692,TRUE,01-06-2024
Z004170,671,TRUE,24-06-2024
Z004171,738,TRUE,08-10-2024
Z004172,736,TRUE,28-09-2024
Z004173,781,TRUE,17-07-2024
Z004174,641,TRUE,11-05-2024
Z004175,637,TRUE,29-11-2024
Z004176,766,TRUE,03-12-2024
Z004177,728,TRUE,29-06-2024
Z004178,649,TRUE,29-07-2024
Z004179,817,TRUE,18-09-2024
Z004180,754,TRUE,20-07-2024
Z004181,625,TRUE,26-05-2024
Z004182,744,TRUE,03-03-2025
Z004183,769,TRUE,30-06-2024
Z004184,749,TRUE,30-12-2024
Z004185,653,TRUE,21-10-2024
Z004186,711,TRUE,18-04-2024
Z004187,741,TRUE,03-02-2025
Z004188,475,TRUE,02-02-2025
Z004189,680,TRUE,28-07-2024
Z004190,752,TRUE,19-03-2025
Z004191,680,TRUE,12-04-2024
Z004192,736,TRUE,22-06-2024
Z004193,758,TRUE,04-10-2024
Z004194,782,TRUE,15-07-2024
Z004195,656,TRUE,30-11-2024
Z004196,634,TRUE,16-12-2024
Z004197,710,TRUE,12-07-2024
Z004198,635,TRUE,18-11-2024
Z004199,744,TRUE,24-01-2025
Z004200,673,TRUE,08-04-2024
Z004201,664,TRUE,04-07-2024
Z004202,601,TRUE,07-03-2025
Z004203,718,TRUE,05-06-2024
Z004204,806,TRUE,18-07-2024
Z004205,585,TRUE,15-07-2024
Z004206,733,TRUE,09-04-2024
Z004207,669,TRUE,17-08-2024
Z004208,708,TRUE,19-10-2024
Z004209,605,TRUE,05-10-2024
Z004210,586,TRUE,09-11-2024
Z004211,768,TRUE,20-03-2025
Z004212,596,TRUE,19-07-2024
Z004213,767,TRUE,08-08-2024
Z004214,689,TRUE,14-09-2024
Z004215,800,TRUE,15-09-2024
Z004216,613,TRUE,21-07-2024
Z004217,653,TRUE,16-05-2024
Z004218,774,TRUE,15-10-2024
Z004219,699,TRUE,08-09-2024
Z004220,755,TRUE,06-05-2024
Z004221,623,TRUE,16-02-2025
Z004222,637,TRUE,04-07-2024
Z004223,690,TRUE,29-10-2024
Z004224,628,TRUE,12-11-2024
Z004225,728,TRUE,10-03-2025
Z004226,717,TRUE,29-03-2025
Z004227,640,TRUE,01-08-2024
Z004228,700,TRUE,27-08-2024
Z004229,445,TRUE,14-05-2024
Z004230,711,TRUE,12-04-2024
Z004231,691,TRUE,21-07-2024
Z004232,660,TRUE,16-08-2024
Z004233,583,TRUE,28-02-2025
Z004234,620,TRUE,22-03-2025
Z004235,726,TRUE,11-03-2025
Z004236,720,TRUE,10-02-2025
Z004237,811,TRUE,26-11-2024
Z004238,798,TRUE,29-10-2024
Z004239,674,TRUE,28-06-2024
Z004240,699,TRUE,21-06-2024
Z004241,591,TRUE,16-12-2024
Z004242,769,TRUE,28-04-2024
Z004243,797,TRUE,13-03-2025
Z004244,681,TRUE,17-12-2024
Z004245,609,TRUE,25-09-2024
Z004246,706,TRUE,30-04-2024
Z004247,641,TRUE,13-05-2024
Z004248,677,TRUE,05-12-2024
Z004249,653,TRUE,20-08-2024
Z004250,749,TRUE,19-05-2024
Z004251,633,TRUE,21-11-2024
Z004252,610,TRUE,06-10-2024
Z004253,669,TRUE,28-03-2025
Z004254,564,TRUE,15-11-2024
Z004255,649,TRUE,16-03-2025
Z004256,783,TRUE,02-07-2024
Z004257,624,TRUE,06-10-2024
Z004258,758,TRUE,04-02-2025
Z004259,756,TRUE,05-02-2025
Z004260,661,TRUE,17-10-2024
Z004261,301,TRUE,08-09-2024
Z004262,714,TRUE,14-08-2024
Z004263,710,TRUE,23-02-2025
Z004264,744,TRUE,03-04-2024
Z004265,704,TRUE,04-10-2024
Z004266,609,TRUE,20-08-2024
Z004267,691,TRUE,01-12-2024
Z004268,630,TRUE,16-08-2024
Z004269,698,TRUE,25-08-2024
Z004270,761,TRUE,21-02-2025
Z004271,684,TRUE,03-07-2024
Z004272,685,TRUE,15-12-2024
Z004273,743,TRUE,08-08-2024
Z004274,610,TRUE,10-12-2024
Z004275,660,TRUE,21-03-2025
Z004276,768,TRUE,05-02-2025
Z004277,755,TRUE,04-06-2024
Z004278,735,TRUE,12-11-2024
Z004279,647,TRUE,26-07-2024
Z004280,553,TRUE,11-03-2025
Z004281,667,TRUE,31-03-2025
Z004282,423,TRUE,13-03-2025
Z004283,720,TRUE,01-01-2025
Z004284,796,TRUE,24-12-2024
Z004285,714,TRUE,19-09-2024
Z004286,652,TRUE,23-07-2024
Z004287,764,TRUE,16-07-2024
Z004288,762,TRUE,15-11-2024
Z004289,621,TRUE,13-11-2024
Z004290,678,TRUE,03-05-2024
Z004291,781,TRUE,03-12-2024
Z004292,645,TRUE,18-08-2024
Z004293,736,TRUE,30-06-2024
Z004294,773,TRUE,11-01-2025
Z004295,712,TRUE,23-10-2024
Z004296,534,TRUE,20-06-2024
Z004297,548,TRUE,25-05-2024
Z004298,815,TRUE,26-02-2025
Z004299,694,TRUE,07-02-2025
Z004300,643,TRUE,10-02-2025
Z004301,742,TRUE,10-02-2025
Z004302,703,TRUE,16-03-2025
Z004303,624,TRUE,01-05-2024
Z004304,664,TRUE,24-12-2024
Z004305,888,TRUE,04-03-2025
Z004306,822,TRUE,20-11-2024
Z004307,688,TRUE,26-06-2024
Z004308,664,TRUE,18-07-2024
Z004309,767,TRUE,14-10-2024
Z004310,701,TRUE,25-09-2024
Z004311,738,TRUE,24-12-2024
Z004312,631,TRUE,07-01-2025
Z004313,641,TRUE,30-01-2025
Z004314,718,TRUE,13-04-2024
Z004315,679,TRUE,16-12-2024
Z004316,606,TRUE,23-08-2024
Z004317,510,TRUE,22-06-2024
Z004318,607,TRUE,25-09-2024
Z004319,730,TRUE,09-04-2024
Z004320,705,TRUE,16-09-2024
Z004321,763,TRUE,03-03-2025
Z004322,697,TRUE,14-01-2025
Z004323,702,TRUE,19-12-2024
Z004324,660,TRUE,19-10-2024
Z004325,569,TRUE,18-02-2025
Z004326,656,TRUE,05-12-2024
Z004327,713,TRUE,13-02-2025
Z004328,653,TRUE,26-08-2024
Z004329,690,TRUE,15-11-2024
Z004330,731,TRUE,12-02-2025
Z004331,710,TRUE,22-02-2025
Z004332,623,TRUE,16-02-2025
Z004333,669,TRUE,14-11-2024
Z004334,671,TRUE,24-07-2024
Z004335,670,TRUE,28-03-2025
Z004336,727,TRUE,12-04-2024
Z004337,618,TRUE,14-03-2025
Z004338,659,TRUE,14-10-2024
Z004339,732,TRUE,19-07-2024
Z004340,594,TRUE,08-02-2025
Z004341,788,TRUE,06-04-2024
Z004342,761,TRUE,05-09-2024
Z004343,740,TRUE,16-09-2024
Z004344,721,TRUE,29-12-2024
Z004345,666,TRUE,21-12-2024
Z004346,773,TRUE,26-03-2025
Z004347,697,TRUE,02-05-2024
Z004348,647,TRUE,18-05-2024
Z004349,703,TRUE,09-10-2024
Z004350,804,TRUE,18-05-2024
Z004351,707,TRUE,08-09-2024
Z004352,719,TRUE,20-02-2025
Z004353,720,TRUE,10-12-2024
Z004354,739,TRUE,01-04-2024
Z004355,709,TRUE,11-07-2024
Z004356,716,TRUE,31-01-2025
Z004357,766,TRUE,20-10-2024
Z004358,626,TRUE,28-09-2024
Z004359,723,TRUE,03-03-2025
Z004360,642,TRUE,17-12-2024
Z004361,783,TRUE,14-09-2024
Z004362,650,TRUE,26-09-2024
Z004363,632,TRUE,10-01-2025
Z004364,621,TRUE,19-06-2024
Z004365,659,TRUE,02-07-2024
Z004366,684,TRUE,09-06-2024
Z004367,763,TRUE,17-09-2024
Z004368,591,TRUE,19-09-2024
Z004369,643,TRUE,23-04-2024
Z004370,495,TRUE,12-12-2024
Z004371,683,TRUE,03-04-2024
Z004372,686,TRUE,17-12-2024
Z004373,705,TRUE,12-07-2024
Z004374,650,TRUE,01-03-2025
Z004375,675,TRUE,12-08-2024
Z004376,656,TRUE,06-04-2024
Z004377,800,TRUE,16-11-2024
Z004378,708,TRUE,25-03-2025
Z004379,642,TRUE,28-11-2024
Z004380,695,TRUE,16-08-2024
Z004381,646,TRUE,14-11-2024
Z004382,716,TRUE,08-12-2024
Z004383,676,TRUE,25-06-2024
Z004384,685,TRUE,07-09-2024
Z004385,542,TRUE,29-10-2024
Z004386,745,TRUE,23-04-2024
Z004387,634,TRUE,17-09-2024
Z004388,778,TRUE,03-11-2024
Z004389,673,TRUE,17-03-2025
Z004390,625,TRUE,28-01-2025
Z004391,801,TRUE,05-10-2024
Z004392,737,TRUE,09-04-2024
Z004393,732,TRUE,01-01-2025
Z004394,519,TRUE,18-12-2024
Z004395,776,TRUE,03-03-2025
Z004396,700,TRUE,22-02-2025
Z004397,735,TRUE,03-09-2024
Z004398,720,TRUE,04-06-2024
Z004399,732,TRUE,26-04-2024
Z004400,757,TRUE,28-07-2024
Z004401,814,TRUE,29-08-2024
Z004402,760,TRUE,07-10-2024
Z004403,632,TRUE,03-08-2024
Z004404,666,TRUE,30-08-2024
Z004405,694,TRUE,16-10-2024
Z004406,789,TRUE,22-02-2025
Z004407,650,TRUE,12-10-2024
Z004408,657,TRUE,12-01-2025
Z004409,609,TRUE,12-11-2024
Z004410,771,TRUE,26-12-2024
Z004411,688,TRUE,19-06-2024
Z004412,692,TRUE,01-04-2024
Z004413,658,TRUE,19-11-2024
Z004414,668,TRUE,03-08-2024
Z004415,732,TRUE,06-03-2025
Z004416,597,TRUE,20-06-2024
Z004417,670,TRUE,28-07-2024
Z004418,756,TRUE,09-03-2025
Z004419,625,TRUE,24-02-2025
Z004420,733,TRUE,27-02-2025
Z004421,649,TRUE,29-07-2024
Z004422,603,TRUE,23-02-2025
Z004423,609,TRUE,20-02-2025
Z004424,735,TRUE,17-10-2024
Z004425,670,TRUE,27-10-2024
Z004426,711,TRUE,12-08-2024
Z004427,759,TRUE,28-04-2024
Z004428,732,TRUE,25-03-2025
Z004429,706,TRUE,17-10-2024
Z004430,648,TRUE,24-06-2024
Z004431,705,TRUE,06-12-2024
Z004432,737,TRUE,16-06-2024
Z004433,791,TRUE,24-04-2024
Z004434,374,TRUE,26-09-2024
Z004435,710,TRUE,05-12-2024
Z004436,631,TRUE,18-07-2024
Z004437,692,TRUE,08-11-2024
Z004438,733,TRUE,15-04-2024
Z004439,698,TRUE,07-09-2024
Z004440,817,TRUE,30-06-2024
Z004441,681,TRUE,29-12-2024
Z004442,597,TRUE,28-02-2025
Z004443,641,TRUE,16-11-2024
Z004444,681,TRUE,20-03-2025
Z004445,829,TRUE,16-11-2024
Z004446,728,TRUE,18-05-2024
Z004447,621,TRUE,08-09-2024
Z004448,720,TRUE,12-09-2024
Z004449,602,TRUE,13-07-2024
Z004450,660,TRUE,02-08-2024
Z004451,714,TRUE,20-10-2024
Z004452,723,TRUE,10-08-2024
Z004453,529,TRUE,18-09-2024
Z004454,706,TRUE,25-07-2024
Z004455,721,TRUE,02-07-2024
Z004456,705,TRUE,11-09-2024
Z004457,709,TRUE,10-07-2024
Z004458,746,TRUE,03-06-2024
Z004459,689,TRUE,11-05-2024
Z004460,680,TRUE,16-05-2024
Z004461,698,TRUE,24-11-2024
Z004462,624,TRUE,04-04-2024
Z004463,666,TRUE,07-06-2024
Z004464,762,TRUE,05-06-2024
Z004465,691,TRUE,12-08-2024
Z004466,770,TRUE,08-10-2024
Z004467,664,TRUE,14-11-2024
Z004468,610,TRUE,16-09-2024
Z004469,799,TRUE,30-03-2025
Z004470,462,TRUE,01-04-2024
Z004471,607,TRUE,26-07-2024
Z004472,754,TRUE,20-01-2025
Z004473,690,TRUE,03-01-2025
Z004474,728,TRUE,22-10-2024
Z004475,716,TRUE,20-03-2025
Z004476,619,TRUE,23-10-2024
Z004477,748,TRUE,08-08-2024
Z004478,736,TRUE,20-08-2024
Z004479,705,TRUE,02-01-2025
Z004480,636,TRUE,20-07-2024
Z004481,645,TRUE,22-11-2024
Z004482,735,TRUE,16-02-2025
Z004483,721,TRUE,06-07-2024
Z004484,647,TRUE,22-06-2024
Z004485,802,TRUE,05-04-2024
Z004486,748,TRUE,09-07-2024
Z004487,666,TRUE,20-02-2025
Z004488,710,TRUE,06-02-2025
Z004489,741,TRUE,08-09-2024
Z004490,727,TRUE,17-03-2025
Z004491,640,TRUE,23-10-2024
Z004492,706,TRUE,19-08-2024
Z004493,770,TRUE,10-05-2024
Z004494,675,TRUE,11-04-2024
Z004495,672,TRUE,25-02-2025
Z004496,700,TRUE,20-10-2024
Z004497,637,TRUE,08-08-2024
Z004498,725,TRUE,21-09-2024
Z004499,746,TRUE,14-07-2024
Z004500,704,TRUE,07-06-2024
Z004501,730,TRUE,06-11-2024
Z004502,712,TRUE,02-02-2025
Z004503,633,TRUE,16-05-2024
Z004504,804,TRUE,25-08-2024
Z004505,657,TRUE,07-01-2025
Z004506,704,TRUE,07-07-2024
Z004507,705,TRUE,02-12-2024
Z004508,657,TRUE,16-07-2024
Z004509,699,TRUE,17-05-2024
Z004510,627,TRUE,07-01-2025
Z004511,736,TRUE,20-03-2025
Z004512,837,TRUE,16-10-2024
Z004513,732,TRUE,08-11-2024
Z004514,786,TRUE,06-03-2025
Z004515,643,TRUE,06-01-2025
Z004516,642,TRUE,22-10-2024
Z004517,680,TRUE,16-11-2024
Z004518,620,TRUE,24-12-2024
Z004519,702,TRUE,10-08-2024
Z004520,619,TRUE,04-04-2024
Z004521,560,TRUE,10-11-2024
Z004522,702,TRUE,13-12-2024
Z004523,593,TRUE,07-08-2024
Z004524,639,TRUE,13-08-2024
Z004525,606,TRUE,06-12-2024
Z004526,773,TRUE,26-08-2024
Z004527,653,TRUE,23-05-2024
Z004528,686,TRUE,20-06-2024
Z004529,658,TRUE,02-07-2024
Z004530,777,TRUE,03-02-2025
Z004531,596,TRUE,15-05-2024
Z004532,686,TRUE,12-01-2025
Z004533,724,TRUE,28-05-2024
Z004534,625,TRUE,26-11-2024
Z004535,682,TRUE,05-11-2024
Z004536,733,TRUE,22-02-2025
Z004537,713,TRUE,27-03-2025
Z004538,586,TRUE,22-07-2024
Z004539,662,TRUE,01-10-2024
Z004540,734,TRUE,01-08-2024
Z004541,794,TRUE,17-11-2024
Z004542,818,TRUE,13-11-2024
Z004543,665,TRUE,04-04-2024
Z004544,654,TRUE,24-11-2024
Z004545,729,TRUE,06-03-2025
Z004546,658,TRUE,31-05-2024
Z004547,324,TRUE,10-09-2024
Z004548,699,TRUE,11-09-2024
Z004549,685,TRUE,08-03-2025
Z004550,719,TRUE,30-05-2024
Z004551,736,TRUE,01-06-2024
Z004552,711,TRUE,28-06-2024
Z004553,687,TRUE,08-06-2024
Z004554,681,TRUE,06-01-2025
Z004555,722,TRUE,10-09-2024
Z004556,693,TRUE,11-10-2024
Z004557,736,TRUE,24-09-2024
Z004558,625,TRUE,13-05-2024
Z004559,691,TRUE,15-12-2024
Z004560,654,TRUE,18-08-2024
Z004561,736,TRUE,17-08-2024
Z004562,707,TRUE,12-09-2024
Z004563,716,TRUE,21-04-2024
Z004564,687,TRUE,06-06-2024
Z004565,625,TRUE,12-10-2024
Z004566,691,TRUE,03-02-2025
Z004567,618,TRUE,19-10-2024
Z004568,654,TRUE,02-09-2024
Z004569,719,TRUE,11-11-2024
Z004570,771,TRUE,27-10-2024
Z004571,635,TRUE,03-10-2024
Z004572,735,TRUE,23-05-2024
Z004573,642,TRUE,24-11-2024
Z004574,661,TRUE,09-09-2024
Z004575,723,TRUE,06-11-2024
Z004576,816,TRUE,10-03-2025
Z004577,718,TRUE,21-11-2024
Z004578,721,TRUE,07-03-2025
Z004579,598,TRUE,20-11-2024
Z004580,715,TRUE,28-05-2024
Z004581,690,TRUE,20-09-2024
Z004582,709,TRUE,14-01-2025
Z004583,686,TRUE,21-08-2024
Z004584,659,TRUE,24-01-2025
Z004585,661,TRUE,01-04-2024
Z004586,647,TRUE,28-09-2024
Z004587,728,TRUE,02-11-2024
Z004588,739,TRUE,16-05-2024
Z004589,627,TRUE,02-09-2024
Z004590,738,TRUE,03-02-2025
Z004591,703,TRUE,22-05-2024
Z004592,672,TRUE,21-12-2024
Z004593,654,TRUE,26-02-2025
Z004594,677,TRUE,24-08-2024
Z004595,627,TRUE,07-06-2024
Z004596,690,TRUE,08-10-2024
Z004597,633,TRUE,18-04-2024
Z004598,676,TRUE,15-01-2025
Z004599,572,TRUE,28-12-2024
Z004600,671,TRUE,19-05-2024
Z004601,694,TRUE,31-03-2025
Z004602,690,TRUE,15-09-2024
Z004603,784,TRUE,12-03-2025
Z004604,640,TRUE,27-07-2024
Z004605,791,TRUE,15-02-2025
Z004606,652,TRUE,16-03-2025
Z004607,662,TRUE,16-07-2024
Z004608,611,TRUE,20-12-2024
Z004609,685,TRUE,23-01-2025
Z004610,684,TRUE,11-03-2025
Z004611,688,TRUE,07-10-2024
Z004612,698,TRUE,01-04-2024
Z004613,671,TRUE,17-12-2024
Z004614,671,TRUE,12-05-2024
Z004615,734,TRUE,07-12-2024
Z004616,798,TRUE,29-05-2024
Z004617,669,TRUE,15-12-2024
Z004618,596,TRUE,29-05-2024
Z004619,662,TRUE,27-02-2025
Z004620,684,TRUE,18-08-2024
Z004621,661,TRUE,23-07-2024
Z004622,767,TRUE,03-07-2024
Z004623,757,TRUE,26-01-2025
Z004624,766,TRUE,27-06-2024
Z004625,759,TRUE,12-06-2024
Z004626,673,TRUE,16-12-2024
Z004627,665,TRUE,24-10-2024
Z004628,625,TRUE,26-06-2024
Z004629,678,TRUE,25-04-2024
Z004630,566,TRUE,08-06-2024
Z004631,677,TRUE,17-07-2024
Z004632,638,TRUE,20-02-2025
Z004633,760,TRUE,05-06-2024
Z004634,715,TRUE,19-01-2025
Z004635,759,TRUE,26-07-2024
Z004636,598,TRUE,05-08-2024
Z004637,734,TRUE,13-11-2024
Z004638,777,TRUE,08-12-2024
Z004639,664,TRUE,14-01-2025
Z004640,649,TRUE,26-11-2024
Z004641,636,TRUE,05-03-2025
Z004642,712,TRUE,06-06-2024
Z004643,733,TRUE,19-09-2024
Z004644,698,TRUE,02-04-2024
Z004645,672,TRUE,29-10-2024
Z004646,748,TRUE,04-05-2024
Z004647,522,TRUE,28-03-2025
Z004648,593,TRUE,11-12-2024
Z004649,602,TRUE,28-07-2024
Z004650,682,TRUE,04-11-2024
Z004651,600,TRUE,30-11-2024
Z004652,647,TRUE,19-08-2024
Z004653,655,TRUE,05-11-2024
Z004654,671,TRUE,17-04-2024
Z004655,718,TRUE,21-07-2024
Z004656,680,TRUE,12-07-2024
Z004657,699,TRUE,29-10-2024
Z004658,663,TRUE,30-11-2024
Z004659,778,TRUE,05-08-2024
Z004660,676,TRUE,13-10-2024
Z004661,644,TRUE,20-02-2025
Z004662,720,TRUE,11-05-2024
Z004663,678,TRUE,12-05-2024
Z004664,726,TRUE,29-04-2024
Z004665,700,TRUE,13-06-2024
Z004666,748,TRUE,08-04-2024
Z004667,562,TRUE,02-03-2025
Z004668,674,TRUE,24-08-2024
Z004669,703,TRUE,29-09-2024
Z004670,677,TRUE,26-01-2025
Z004671,741,TRUE,10-02-2025
Z004672,729,TRUE,18-11-2024
Z004673,744,TRUE,14-10-2024
Z004674,643,TRUE,19-10-2024
Z004675,689,TRUE,19-10-2024
Z004676,797,TRUE,21-04-2024
Z004677,688,TRUE,01-05-2024
Z004678,629,TRUE,11-06-2024
Z004679,714,TRUE,10-06-2024
Z004680,621,TRUE,11-11-2024
Z004681,667,TRUE,16-07-2024
Z004682,624,TRUE,07-04-2024
Z004683,615,TRUE,20-05-2024
Z004684,703,TRUE,17-05-2024
Z004685,625,TRUE,18-02-2025
Z004686,680,TRUE,01-11-2024
Z004687,695,TRUE,19-09-2024
Z004688,768,TRUE,12-05-2024
Z004689,621,TRUE,28-01-2025
Z004690,602,TRUE,16-03-2025
Z004691,743,TRUE,25-08-2024
Z004692,714,TRUE,30-11-2024
Z004693,332,TRUE,06-06-2024
Z004694,639,TRUE,08-07-2024
Z004695,725,TRUE,03-02-2025
Z004696,653,TRUE,04-04-2024
Z004697,575,TRUE,21-02-2025
Z004698,613,TRUE,06-12-2024
Z004699,645,TRUE,13-10-2024
Z004700,735,TRUE,30-10-2024
Z004701,728,TRUE,07-08-2024
Z004702,699,TRUE,17-09-2024
Z004703,614,TRUE,22-06-2024
Z004704,671,TRUE,06-08-2024
Z004705,706,TRUE,20-02-2025
Z004706,679,TRUE,02-07-2024
Z004707,739,TRUE,30-08-2024
Z004708,711,TRUE,09-06-2024
Z004709,701,TRUE,26-02-2025
Z004710,537,TRUE,24-04-2024
Z004711,665,TRUE,28-02-2025
Z004712,737,TRUE,27-04-2024
Z004713,706,TRUE,27-10-2024
Z004714,579,TRUE,04-04-2024
Z004715,708,TRUE,20-11-2024
Z004716,723,TRUE,28-07-2024
Z004717,741,TRUE,10-03-2025
Z004718,647,TRUE,06-10-2024
Z004719,675,TRUE,25-10-2024
Z004720,641,TRUE,21-05-2024
Z004721,576,TRUE,08-12-2024
Z004722,733,TRUE,30-05-2024
Z004723,698,TRUE,22-08-2024
Z004724,599,TRUE,30-12-2024
Z004725,758,TRUE,05-05-2024
Z004726,598,TRUE,14-09-2024
Z004727,714,TRUE,19-11-2024
Z004728,692,TRUE,26-09-2024
Z004729,684,TRUE,23-01-2025
Z004730,594,TRUE,10-05-2024
Z004731,760,TRUE,19-03-2025
Z004732,582,TRUE,27-08-2024
Z004733,750,TRUE,23-11-2024
Z004734,764,TRUE,17-06-2024
Z004735,641,TRUE,23-08-2024
Z004736,678,TRUE,10-09-2024
Z004737,756,TRUE,09-05-2024
Z004738,773,TRUE,17-09-2024
Z004739,342,TRUE,02-07-2024
Z004740,736,TRUE,14-09-2024
Z004741,718,TRUE,03-09-2024
Z004742,709,TRUE,13-09-2024
Z004743,678,TRUE,23-02-2025
Z004744,611,TRUE,12-09-2024
Z004745,706,TRUE,05-09-2024
Z004746,638,TRUE,06-11-2024
Z004747,680,TRUE,17-02-2025
Z004748,660,TRUE,05-01-2025
Z004749,701,TRUE,06-10-2024
Z004750,859,TRUE,17-07-2024
Z004751,627,TRUE,06-11-2024
Z004752,657,TRUE,20-03-2025
Z004753,710,TRUE,01-06-2024
Z004754,557,TRUE,28-06-2024
Z004755,714,TRUE,21-12-2024
Z004756,678,TRUE,01-06-2024
Z004757,635,TRUE,24-01-2025
Z004758,708,TRUE,02-08-2024
Z004759,641,TRUE,19-10-2024
Z004760,731,TRUE,09-12-2024
Z004761,679,TRUE,27-07-2024
Z004762,770,TRUE,01-02-2025
Z004763,715,TRUE,23-10-2024
Z004764,756,TRUE,21-02-2025
Z004765,664,TRUE,25-03-2025
Z004766,682,TRUE,09-04-2024
Z004767,585,TRUE,21-03-2025
Z004768,619,TRUE,24-09-2024
Z004769,673,TRUE,27-05-2024
Z004770,695,TRUE,11-03-2025
Z004771,706,TRUE,28-01-2025
Z004772,660,TRUE,29-11-2024
Z004773,678,TRUE,17-11-2024
Z004774,719,TRUE,24-02-2025
Z004775,646,TRUE,03-08-2024
Z004776,577,TRUE,26-01-2025
Z004777,758,TRUE,24-11-2024
Z004778,701,TRUE,19-12-2024
Z004779,781,TRUE,24-10-2024
Z004780,693,TRUE,20-07-2024
Z004781,608,TRUE,22-06-2024
Z004782,720,TRUE,08-02-2025
Z004783,666,TRUE,20-10-2024
Z004784,648,TRUE,31-03-2025
Z004785,649,TRUE,25-11-2024
Z004786,699,TRUE,10-07-2024
Z004787,751,TRUE,28-01-2025
Z004788,684,TRUE,25-06-2024
Z004789,557,TRUE,03-05-2024
Z004790,737,TRUE,25-06-2024
Z004791,838,TRUE,13-06-2024
Z004792,682,TRUE,18-09-2024
Z004793,643,TRUE,04-06-2024
Z004794,738,TRUE,12-05-2024
Z004795,793,TRUE,25-11-2024
Z004796,652,TRUE,21-01-2025
Z004797,658,TRUE,25-02-2025
Z004798,705,TRUE,18-06-2024
Z004799,625,TRUE,16-01-2025
Z004800,684,TRUE,26-01-2025
Z004801,713,TRUE,03-08-2024
Z004802,320,TRUE,28-04-2024
Z004803,645,TRUE,24-09-2024
Z004804,582,TRUE,05-06-2024
Z004805,707,TRUE,15-05-2024
Z004806,718,TRUE,07-04-2024
Z004807,586,TRUE,18-08-2024
Z004808,757,TRUE,20-11-2024
Z004809,607,TRUE,26-10-2024
Z004810,788,TRUE,03-08-2024
Z004811,700,TRUE,27-08-2024
Z004812,712,TRUE,24-03-2025
Z004813,643,TRUE,15-02-2025
Z004814,715,TRUE,30-09-2024
Z004815,670,TRUE,07-11-2024
Z004816,707,TRUE,09-02-2025
Z004817,708,TRUE,14-11-2024
Z004818,687,TRUE,16-11-2024
Z004819,753,TRUE,31-08-2024
Z004820,551,TRUE,08-05-2024
Z004821,633,TRUE,05-04-2024
Z004822,754,TRUE,15-11-2024
Z004823,663,TRUE,11-08-2024
Z004824,668,TRUE,28-07-2024
Z004825,379,TRUE,18-04-2024
Z004826,617,TRUE,27-09-2024
Z004827,697,TRUE,06-03-2025
Z004828,739,TRUE,07-12-2024
Z004829,718,TRUE,02-09-2024
Z004830,838,TRUE,15-04-2024
Z004831,838,TRUE,11-09-2024
Z004832,755,TRUE,25-12-2024
Z004833,623,TRUE,21-01-2025
Z004834,614,TRUE,19-03-2025
Z004835,697,TRUE,07-07-2024
Z004836,695,TRUE,02-11-2024
Z004837,752,TRUE,03-04-2024
Z004838,707,TRUE,22-08-2024
Z004839,790,TRUE,17-03-2025
Z004840,635,TRUE,17-06-2024
Z004841,676,TRUE,08-07-2024
Z004842,755,TRUE,13-06-2024
Z004843,769,TRUE,19-02-2025
Z004844,747,TRUE,14-03-2025
Z004845,708,TRUE,19-11-2024
Z004846,721,TRUE,06-11-2024
Z004847,641,TRUE,19-10-2024
Z004848,657,TRUE,28-02-2025
Z004849,665,TRUE,04-11-2024
Z004850,687,TRUE,10-08-2024
Z004851,681,TRUE,24-09-2024
Z004852,689,TRUE,31-10-2024
Z004853,637,TRUE,06-02-2025
Z004854,658,TRUE,26-02-2025
Z004855,597,TRUE,30-06-2024
Z004856,693,TRUE,31-10-2024
Z004857,621,TRUE,01-06-2024
Z004858,730,TRUE,30-07-2024
Z004859,761,TRUE,28-02-2025
Z004860,760,TRUE,13-03-2025
Z004861,676,TRUE,12-04-2024
Z004862,705,TRUE,15-09-2024
Z004863,550,TRUE,14-09-2024
Z004864,695,TRUE,25-06-2024
Z004865,668,TRUE,12-08-2024
Z004866,636,TRUE,09-01-2025
Z004867,708,TRUE,08-11-2024
Z004868,804,TRUE,09-09-2024
Z004869,737,TRUE,12-03-2025
Z004870,653,TRUE,10-03-2025
Z004871,784,TRUE,12-06-2024
Z004872,716,TRUE,20-04-2024
Z004873,739,TRUE,15-12-2024
